ch,keV,net,fit,model,continuum_raw,Lu-176,Xray-Lu,continuum
7302,2802.665,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7303,2803.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7304,2803.435,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7305,2803.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7306,2804.205,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7307,2804.590,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7308,2804.975,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7309,2805.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7310,2805.745,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7311,2806.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7312,2806.515,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7313,2806.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7314,2807.285,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7315,2807.671,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7316,2808.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7317,2808.441,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7318,2808.826,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7319,2809.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7320,2809.596,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7321,2809.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7322,2810.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7323,2810.751,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7324,2811.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7325,2811.521,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7326,2811.906,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7327,2812.291,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7328,2812.676,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7329,2813.061,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7330,2813.446,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7331,2813.831,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7332,2814.216,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7333,2814.601,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7334,2814.986,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7335,2815.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7336,2815.756,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7337,2816.141,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7338,2816.527,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7339,2816.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7340,2817.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7341,2817.682,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7342,2818.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7343,2818.452,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7344,2818.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7345,2819.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7346,2819.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7347,2819.992,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7348,2820.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7349,2820.762,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7350,2821.147,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7351,2821.532,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7352,2821.917,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7353,2822.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7354,2822.687,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7355,2823.072,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7356,2823.457,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7357,2823.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7358,2824.227,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7359,2824.612,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7360,2824.998,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7361,2825.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7362,2825.768,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7363,2826.153,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7364,2826.538,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7365,2826.923,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7366,2827.308,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7367,2827.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7368,2828.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7369,2828.463,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7370,2828.848,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7371,2829.233,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7372,2829.618,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7373,2830.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7374,2830.388,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7375,2830.773,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7376,2831.158,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7377,2831.543,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7378,2831.928,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7379,2832.313,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7380,2832.698,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7381,2833.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7382,2833.468,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7383,2833.854,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7384,2834.239,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7385,2834.624,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7386,2835.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7387,2835.394,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7388,2835.779,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7389,2836.164,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7390,2836.549,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7391,2836.934,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7392,2837.319,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7393,2837.704,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7394,2838.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7395,2838.474,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7396,2838.859,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7397,2839.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7398,2839.629,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7399,2840.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7400,2840.399,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7401,2840.784,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7402,2841.169,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7403,2841.554,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7404,2841.939,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7405,2842.324,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
7406,2842.710,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7407,2843.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7408,2843.480,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7409,2843.865,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7410,2844.250,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7411,2844.635,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7412,2845.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7413,2845.405,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7414,2845.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7415,2846.175,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7416,2846.560,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7417,2846.945,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7418,2847.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7419,2847.715,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7420,2848.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7421,2848.485,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7422,2848.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7423,2849.255,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7424,2849.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7425,2850.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7426,2850.410,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7427,2850.795,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
7428,2851.180,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7429,2851.566,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7430,2851.951,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7431,2852.336,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7432,2852.721,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7433,2853.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7434,2853.491,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7435,2853.876,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7436,2854.261,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7437,2854.646,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7438,2855.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7439,2855.416,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7440,2855.801,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7441,2856.186,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7442,2856.571,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7443,2856.956,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7444,2857.341,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7445,2857.726,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7446,2858.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7447,2858.496,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7448,2858.881,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7449,2859.266,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7450,2859.651,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7451,2860.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7452,2860.422,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7453,2860.807,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7454,2861.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7455,2861.577,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7456,2861.962,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7457,2862.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7458,2862.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7459,2863.117,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
7460,2863.502,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7461,2863.887,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7462,2864.272,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7463,2864.657,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7464,2865.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7465,2865.427,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7466,2865.812,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7467,2866.197,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7468,2866.582,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7469,2866.967,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7470,2867.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7471,2867.737,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7472,2868.122,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7473,2868.507,0.984,0.984,0.000,0.000,0.000,0.000,0.000
7474,2868.892,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7475,2869.278,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7476,2869.663,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7477,2870.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7478,2870.433,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7479,2870.818,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7480,2871.203,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7481,2871.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7482,2871.973,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7483,2872.358,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7484,2872.743,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7485,2873.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7486,2873.513,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7487,2873.898,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7488,2874.283,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7489,2874.668,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7490,2875.053,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7491,2875.438,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7492,2875.823,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7493,2876.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7494,2876.593,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7495,2876.978,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7496,2877.363,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7497,2877.748,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7498,2878.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7499,2878.519,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7500,2878.904,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7501,2879.289,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7502,2879.674,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7503,2880.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7504,2880.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7505,2880.829,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7506,2881.214,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
7507,2881.599,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7508,2881.984,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7509,2882.369,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7510,2882.754,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7511,2883.139,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7512,2883.524,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7513,2883.909,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7514,2884.294,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7515,2884.679,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7516,2885.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7517,2885.449,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7518,2885.834,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7519,2886.219,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7520,2886.604,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7521,2886.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7522,2887.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7523,2887.760,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7524,2888.145,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7525,2888.530,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7526,2888.915,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7527,2889.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7528,2889.685,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7529,2890.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7530,2890.455,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7531,2890.840,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7532,2891.225,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7533,2891.610,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7534,2891.995,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7535,2892.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7536,2892.765,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7537,2893.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7538,2893.535,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7539,2893.920,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7540,2894.305,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7541,2894.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7542,2895.075,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7543,2895.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7544,2895.846,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7545,2896.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7546,2896.616,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7547,2897.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7548,2897.386,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7549,2897.771,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7550,2898.156,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7551,2898.541,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7552,2898.926,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7553,2899.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7554,2899.696,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7555,2900.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7556,2900.466,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7557,2900.851,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7558,2901.236,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7559,2901.621,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7560,2902.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7561,2902.391,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7562,2902.776,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7563,2903.161,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7564,2903.546,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7565,2903.931,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7566,2904.316,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7567,2904.702,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7568,2905.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7569,2905.472,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7570,2905.857,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7571,2906.242,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7572,2906.627,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7573,2907.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7574,2907.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7575,2907.782,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7576,2908.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7577,2908.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7578,2908.937,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7579,2909.322,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7580,2909.707,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
7581,2910.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7582,2910.477,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7583,2910.862,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7584,2911.247,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7585,2911.632,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7586,2912.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7587,2912.402,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7588,2912.787,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7589,2913.172,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7590,2913.558,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7591,2913.943,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7592,2914.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7593,2914.713,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7594,2915.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7595,2915.483,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7596,2915.868,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7597,2916.253,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7598,2916.638,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7599,2917.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7600,2917.408,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7601,2917.793,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7602,2918.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7603,2918.563,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7604,2918.948,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7605,2919.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7606,2919.718,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7607,2920.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7608,2920.488,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7609,2920.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7610,2921.258,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7611,2921.643,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7612,2922.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7613,2922.414,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7614,2922.799,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7615,2923.184,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7616,2923.569,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7617,2923.954,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7618,2924.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7619,2924.724,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7620,2925.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7621,2925.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7622,2925.879,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7623,2926.264,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7624,2926.649,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7625,2927.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7626,2927.419,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7627,2927.804,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7628,2928.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7629,2928.574,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7630,2928.959,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7631,2929.344,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7632,2929.729,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7633,2930.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7634,2930.499,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7635,2930.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7636,2931.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7637,2931.655,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7638,2932.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7639,2932.425,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7640,2932.810,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7641,2933.195,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7642,2933.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7643,2933.965,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7644,2934.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7645,2934.735,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7646,2935.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7647,2935.505,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7648,2935.890,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7649,2936.275,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7650,2936.660,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7651,2937.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7652,2937.430,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7653,2937.815,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7654,2938.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7655,2938.585,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
7656,2938.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7657,2939.355,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7658,2939.740,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7659,2940.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7660,2940.511,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7661,2940.896,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7662,2941.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7663,2941.666,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7664,2942.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7665,2942.436,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7666,2942.821,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7667,2943.206,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7668,2943.591,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7669,2943.976,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7670,2944.361,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7671,2944.746,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7672,2945.131,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7673,2945.516,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7674,2945.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7675,2946.286,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
7676,2946.671,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7677,2947.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7678,2947.441,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7679,2947.826,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7680,2948.211,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7681,2948.596,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7682,2948.982,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7683,2949.367,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
7684,2949.752,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7685,2950.137,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
7686,2950.522,0.000,0.000,0.000,0.000,0.000,0.000,0.000
