ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Backscatter,SE-1588,DE-1631,SE-1631,Xray-NaI
3631,1222.846,31.226,26.783,25.295,7.939,17.456,0.000,1.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000
3632,1223.171,32.559,26.797,25.292,7.954,17.455,0.000,1.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000
3633,1223.495,30.411,26.811,25.289,7.969,17.454,0.000,1.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000
3634,1223.819,36.263,26.824,25.286,7.984,17.453,0.000,1.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000
3635,1224.144,26.264,26.838,25.283,7.999,17.451,0.000,1.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000
3636,1224.468,36.744,26.851,25.280,8.014,17.450,0.000,1.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000
3637,1224.792,18.930,26.865,25.277,8.028,17.449,0.000,1.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000
3638,1225.116,23.633,26.878,25.274,8.043,17.448,0.000,1.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000
3639,1225.440,26.152,26.891,25.271,8.058,17.447,0.000,1.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000
3640,1225.765,30.485,26.905,25.267,8.072,17.446,0.000,1.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000
3641,1226.089,25.560,26.918,25.264,8.087,17.445,0.000,1.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000
3642,1226.413,26.745,26.931,25.261,8.101,17.444,0.000,1.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000
3643,1226.737,26.375,26.944,25.258,8.115,17.443,0.000,1.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000
3644,1227.062,15.152,26.957,25.255,8.129,17.442,0.000,1.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000
3645,1227.386,22.189,26.970,25.252,8.143,17.441,0.000,1.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000
3646,1227.710,27.633,26.982,25.249,8.157,17.440,0.000,1.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000
3647,1228.034,31.856,26.995,25.246,8.171,17.439,0.000,1.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000
3648,1228.358,26.411,27.007,25.242,8.185,17.438,0.000,1.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000
3649,1228.682,29.819,27.020,25.239,8.198,17.437,0.000,1.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000
3650,1229.007,22.485,27.032,25.236,8.211,17.436,0.000,1.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000
3651,1229.331,32.226,27.044,25.233,8.225,17.435,0.000,1.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000
3652,1229.655,30.560,27.056,25.230,8.238,17.434,0.000,1.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000
3653,1229.979,33.115,27.068,25.227,8.250,17.433,0.000,1.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000
3654,1230.303,28.004,27.079,25.224,8.263,17.432,0.000,1.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000
3655,1230.627,32.152,27.091,25.221,8.276,17.431,0.000,1.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000
3656,1230.951,30.449,27.102,25.218,8.288,17.430,0.000,1.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000
3657,1231.276,48.930,27.113,25.214,8.300,17.429,0.000,1.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000
3658,1231.600,28.226,27.124,25.211,8.312,17.428,0.000,1.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000
3659,1231.924,30.559,27.135,25.208,8.324,17.428,0.000,1.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000
3660,1232.248,34.189,27.145,25.205,8.335,17.427,0.000,1.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000
3661,1232.572,32.485,27.156,25.202,8.347,17.426,0.000,1.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000
3662,1232.896,19.930,27.166,25.199,8.358,17.425,0.000,1.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3663,1233.220,26.375,27.176,25.196,8.368,17.424,0.000,1.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3664,1233.544,20.337,27.185,25.193,8.379,17.423,0.000,1.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3665,1233.868,27.226,27.195,25.189,8.390,17.422,0.000,1.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3666,1234.193,29.486,27.204,25.186,8.400,17.422,0.000,1.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3667,1234.517,15.152,27.213,25.183,8.410,17.421,0.000,1.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3668,1234.841,21.004,27.222,25.180,8.419,17.420,0.000,1.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3669,1235.165,31.226,27.230,25.177,8.429,17.419,0.000,1.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3670,1235.489,27.003,27.239,25.174,8.438,17.418,0.000,1.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3671,1235.813,26.670,27.247,25.171,8.447,17.418,0.000,1.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3672,1236.137,27.337,27.254,25.168,8.456,17.417,0.000,1.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3673,1236.461,26.448,27.262,25.165,8.464,17.416,0.000,1.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3674,1236.785,38.115,27.269,25.161,8.472,17.415,0.000,1.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3675,1237.109,28.226,27.276,25.158,8.480,17.415,0.000,1.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3676,1237.433,28.708,27.283,25.155,8.487,17.414,0.000,1.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3677,1237.757,28.448,27.289,25.152,8.495,17.413,0.000,1.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3678,1238.081,24.375,27.295,25.149,8.502,17.412,0.000,1.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3679,1238.405,21.967,27.301,25.146,8.508,17.412,0.000,1.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3680,1238.729,25.263,27.307,25.143,8.515,17.411,0.000,1.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3681,1239.053,27.337,27.312,25.140,8.521,17.410,0.000,1.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3682,1239.377,22.708,27.317,25.137,8.526,17.410,0.000,1.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3683,1239.701,25.152,27.322,25.133,8.532,17.409,0.000,1.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3684,1240.025,22.078,27.326,25.130,8.537,17.408,0.000,1.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3685,1240.349,28.597,27.330,25.127,8.542,17.407,0.000,1.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3686,1240.673,24.004,27.334,25.124,8.546,17.407,0.000,1.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3687,1240.997,20.966,27.337,25.121,8.550,17.406,0.000,1.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3688,1241.321,19.559,27.340,25.118,8.554,17.405,0.000,1.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3689,1241.645,20.597,27.343,25.115,8.558,17.405,0.000,1.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3690,1241.969,20.633,27.345,25.112,8.561,17.404,0.000,1.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3691,1242.293,16.782,27.348,25.108,8.564,17.403,0.000,1.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3692,1242.617,22.930,27.349,25.105,8.566,17.403,0.000,1.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
3693,1242.941,33.263,27.351,25.102,8.569,17.402,0.000,1.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3694,1243.265,24.523,27.352,25.099,8.570,17.401,0.000,1.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3695,1243.589,24.966,27.353,25.096,8.572,17.401,0.000,1.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3696,1243.912,29.819,27.353,25.093,8.573,17.400,0.000,1.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3697,1244.236,16.004,27.353,25.090,8.574,17.399,0.000,1.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3698,1244.560,24.041,27.353,25.087,8.574,17.399,0.000,1.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3699,1244.884,25.523,27.352,25.084,8.574,17.398,0.000,1.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3700,1245.208,33.449,27.351,25.080,8.574,17.397,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3701,1245.532,31.782,27.350,25.077,8.574,17.397,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3702,1245.856,25.115,27.349,25.074,8.573,17.396,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3703,1246.180,19.559,27.347,25.071,8.571,17.395,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3704,1246.504,19.337,27.344,25.068,8.570,17.395,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3705,1246.828,25.670,27.342,25.065,8.568,17.394,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3706,1247.151,30.411,27.339,25.062,8.566,17.394,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3707,1247.475,16.226,27.335,25.059,8.563,17.393,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3708,1247.799,26.856,27.332,25.055,8.560,17.392,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3709,1248.123,30.115,27.327,25.052,8.557,17.392,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3710,1248.447,25.523,27.323,25.049,8.553,17.391,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3711,1248.771,25.819,27.318,25.046,8.549,17.390,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3712,1249.095,4.115,27.313,25.043,8.544,17.390,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3713,1249.418,30.559,27.308,25.040,8.540,17.389,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3714,1249.742,20.634,27.302,25.037,8.535,17.388,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3715,1250.066,26.559,27.296,25.034,8.529,17.388,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3716,1250.390,23.930,27.289,25.031,8.524,17.387,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3717,1250.714,29.041,27.283,25.027,8.517,17.386,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3718,1251.037,34.818,27.275,25.024,8.511,17.386,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3719,1251.361,34.374,27.268,25.021,8.504,17.385,0.000,1.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3720,1251.685,23.485,27.260,25.018,8.497,17.384,0.000,1.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3721,1252.009,19.338,27.252,25.015,8.490,17.384,0.000,1.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3722,1252.333,13.967,27.244,25.012,8.482,17.383,0.000,1.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3723,1252.656,16.708,27.235,25.009,8.474,17.382,0.000,1.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3724,1252.980,22.338,27.226,25.006,8.466,17.382,0.000,1.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3725,1253.304,17.560,27.216,25.003,8.457,17.381,0.000,1.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3726,1253.628,17.189,27.206,24.999,8.448,17.380,0.000,1.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3727,1253.952,16.708,27.196,24.996,8.439,17.380,0.000,1.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3728,1254.275,23.856,27.186,24.993,8.429,17.379,0.000,1.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3729,1254.599,31.449,27.175,24.990,8.419,17.378,0.000,1.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3730,1254.923,7.597,27.164,24.987,8.409,17.377,0.000,1.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3731,1255.247,32.337,27.153,24.984,8.398,17.377,0.000,1.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3732,1255.570,25.671,27.141,24.981,8.387,17.376,0.000,1.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3733,1255.894,27.596,27.129,24.978,8.376,17.375,0.000,1.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3734,1256.218,19.967,27.117,24.974,8.365,17.375,0.000,1.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3735,1256.542,19.523,27.105,24.971,8.353,17.374,0.000,1.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3736,1256.865,20.559,27.092,24.968,8.341,17.373,0.000,1.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3737,1257.189,20.966,27.079,24.965,8.329,17.372,0.000,1.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3738,1257.513,18.115,27.066,24.962,8.316,17.372,0.000,1.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3739,1257.837,30.597,27.052,24.959,8.304,17.371,0.000,1.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3740,1258.160,15.485,27.038,24.956,8.291,17.370,0.000,1.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3741,1258.484,14.967,27.024,24.953,8.277,17.369,0.000,1.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3742,1258.808,20.708,27.010,24.950,8.264,17.368,0.000,1.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3743,1259.131,19.263,26.995,24.946,8.250,17.368,0.000,1.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3744,1259.455,24.152,26.980,24.943,8.236,17.367,0.000,1.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3745,1259.779,20.633,26.965,24.940,8.222,17.366,0.000,1.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3746,1260.102,26.893,26.950,24.937,8.207,17.365,0.000,1.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3747,1260.426,31.893,26.934,24.934,8.193,17.364,0.000,1.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3748,1260.750,26.226,26.918,24.931,8.178,17.364,0.000,1.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3749,1261.073,41.115,26.902,24.928,8.163,17.363,0.000,1.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3750,1261.397,19.300,26.886,24.925,8.147,17.362,0.000,1.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3751,1261.721,25.226,26.870,24.921,8.132,17.361,0.000,1.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3752,1262.044,12.449,26.853,24.918,8.116,17.360,0.000,1.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3753,1262.368,32.375,26.836,24.915,8.100,17.359,0.000,1.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3754,1262.692,18.708,26.819,24.912,8.084,17.358,0.000,1.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3755,1263.015,21.078,26.802,24.909,8.068,17.358,0.000,1.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3756,1263.339,27.634,26.784,24.906,8.051,17.357,0.000,1.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3757,1263.663,22.115,26.767,24.903,8.035,17.356,0.000,1.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3758,1263.986,18.486,26.749,24.900,8.018,17.355,0.000,1.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3759,1264.310,41.079,26.731,24.897,8.001,17.354,0.000,1.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3760,1264.634,29.300,26.713,24.893,7.984,17.353,0.000,1.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3761,1264.957,20.893,26.695,24.890,7.967,17.352,0.000,1.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3762,1265.281,21.856,26.676,24.887,7.950,17.351,0.000,1.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3763,1265.604,35.671,26.658,24.884,7.932,17.350,0.000,1.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3764,1265.928,23.559,26.639,24.881,7.914,17.349,0.000,1.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3765,1266.252,30.671,26.620,24.878,7.897,17.348,0.000,1.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3766,1266.575,17.560,26.602,24.875,7.879,17.347,0.000,1.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3767,1266.899,29.893,26.582,24.872,7.861,17.346,0.000,1.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3768,1267.222,17.523,26.563,24.869,7.843,17.345,0.000,1.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3769,1267.546,31.411,26.544,24.865,7.825,17.344,0.000,1.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3770,1267.870,16.819,26.525,24.862,7.807,17.343,0.000,1.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3771,1268.193,22.523,26.505,24.859,7.788,17.342,0.000,1.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3772,1268.517,13.523,26.486,24.856,7.770,17.341,0.000,1.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3773,1268.840,30.523,26.466,24.853,7.752,17.340,0.000,1.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3774,1269.164,36.522,26.447,24.850,7.733,17.339,0.000,1.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3775,1269.487,11.115,26.427,24.847,7.715,17.337,0.000,1.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3776,1269.811,17.116,26.407,24.844,7.696,17.336,0.000,1.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3777,1270.135,24.300,26.387,24.840,7.677,17.335,0.000,1.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3778,1270.458,10.190,26.367,24.837,7.659,17.334,0.000,1.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3779,1270.782,19.300,26.347,24.834,7.640,17.333,0.000,1.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3780,1271.105,28.819,26.327,24.831,7.621,17.332,0.000,1.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3781,1271.429,26.264,26.307,24.828,7.602,17.331,0.000,1.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3782,1271.752,23.041,26.287,24.825,7.584,17.329,0.000,1.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3783,1272.076,21.153,26.267,24.822,7.565,17.328,0.000,1.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3784,1272.399,20.967,26.247,24.819,7.546,17.327,0.000,1.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3785,1272.723,28.412,26.227,24.816,7.527,17.326,0.000,1.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3786,1273.046,10.967,26.207,24.812,7.508,17.324,0.000,1.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3787,1273.370,26.042,26.186,24.809,7.490,17.323,0.000,1.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3788,1273.693,27.078,26.166,24.806,7.471,17.322,0.000,1.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3789,1274.017,36.115,26.146,24.803,7.452,17.321,0.000,1.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3790,1274.340,19.708,26.126,24.800,7.433,17.319,0.000,1.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3791,1274.664,21.967,26.106,24.797,7.415,17.318,0.000,1.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3792,1274.987,18.893,26.086,24.794,7.396,17.317,0.000,1.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3793,1275.311,11.449,26.066,24.791,7.377,17.316,0.000,1.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3794,1275.634,30.745,26.046,24.787,7.359,17.314,0.000,1.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3795,1275.958,18.264,26.026,24.784,7.340,17.313,0.000,1.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3796,1276.281,16.968,26.006,24.781,7.322,17.312,0.000,1.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3797,1276.605,13.930,25.986,24.778,7.303,17.310,0.000,1.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3798,1276.928,21.931,25.966,24.775,7.285,17.309,0.000,1.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3799,1277.252,16.190,25.947,24.772,7.267,17.307,0.000,1.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3800,1277.575,21.190,25.927,24.769,7.248,17.306,0.000,1.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3801,1277.899,25.301,25.907,24.766,7.230,17.305,0.000,1.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3802,1278.222,21.486,25.888,24.763,7.212,17.303,0.000,1.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3803,1278.546,23.004,25.868,24.759,7.194,17.302,0.000,1.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
