ch,keV,net,model,continuum_raw,untied_tail,Pb-212,Ra-224,continuum
1935,749.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1936,749.543,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1937,749.945,5.191,0.000,0.000,0.000,0.000,0.000,0.000
1938,750.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1939,750.750,1.723,0.000,0.000,0.000,0.000,0.000,0.000
1940,751.153,5.915,0.000,0.000,0.000,0.000,0.000,0.000
1941,751.556,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1942,751.958,2.763,0.000,0.000,0.000,0.000,0.000,0.000
1943,752.361,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1944,752.764,4.587,0.000,0.000,0.000,0.000,0.000,0.000
1945,753.167,4.309,0.000,0.000,0.000,0.000,0.000,0.000
1946,753.569,0.206,0.000,0.000,0.000,0.000,0.000,0.000
1947,753.972,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1948,754.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1949,754.777,6.069,0.000,0.000,0.000,0.000,0.000,0.000
1950,755.180,0.844,0.000,0.000,0.000,0.000,0.000,0.000
1951,755.583,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1952,755.986,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1953,756.389,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1954,756.791,0.031,0.000,0.000,0.000,0.000,0.000,0.000
1955,757.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1956,757.597,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1957,758.000,1.665,0.000,0.000,0.000,0.000,0.000,0.000
1958,758.403,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1959,758.805,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1960,759.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1961,759.611,5.555,0.000,0.000,0.000,0.000,0.000,0.000
1962,760.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1963,760.417,0.419,0.000,0.000,0.000,0.000,0.000,0.000
1964,760.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1965,761.223,1.208,0.000,0.000,0.000,0.000,0.000,0.000
1966,761.626,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1967,762.029,7.763,0.000,0.000,0.000,0.000,0.000,0.000
1968,762.432,1.147,0.000,0.000,0.000,0.000,0.000,0.000
1969,762.835,0.872,0.000,0.000,0.000,0.000,0.000,0.000
1970,763.238,0.336,0.000,0.000,0.000,0.000,0.000,0.000
1971,763.641,3.168,0.000,0.000,0.000,0.000,0.000,0.000
1972,764.044,3.378,0.000,0.000,0.000,0.000,0.000,0.000
1973,764.447,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1974,764.850,7.005,0.000,0.000,0.000,0.000,0.000,0.000
1975,765.253,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1976,765.656,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1977,766.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1978,766.462,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1979,766.865,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1980,767.268,9.151,0.000,0.000,0.000,0.000,0.000,0.000
1981,767.671,0.749,0.000,0.000,0.000,0.000,0.000,0.000
1982,768.074,0.634,0.000,0.000,0.000,0.000,0.000,0.000
1983,768.477,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1984,768.880,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1985,769.283,3.549,0.000,0.000,0.000,0.000,0.000,0.000
1986,769.687,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1987,770.090,6.214,0.000,0.000,0.000,0.000,0.000,0.000
1988,770.493,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1989,770.896,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1990,771.299,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1991,771.702,5.621,0.000,0.000,0.000,0.000,0.000,0.000
1992,772.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1993,772.509,3.438,0.000,0.000,0.000,0.000,0.000,0.000
1994,772.912,3.160,0.000,0.000,0.000,0.000,0.000,0.000
1995,773.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1996,773.719,5.859,0.000,0.000,0.000,0.000,0.000,0.000
1997,774.122,6.652,0.000,0.000,0.000,0.000,0.000,0.000
1998,774.525,1.267,0.000,0.000,0.000,0.000,0.000,0.000
1999,774.928,1.869,0.000,0.000,0.000,0.000,0.000,0.000
2000,775.332,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,775.735,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2002,776.138,6.328,0.000,0.000,0.000,0.000,0.000,0.000
2003,776.542,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2004,776.945,1.296,0.000,0.000,0.000,0.000,0.000,0.000
2005,777.348,0.413,0.000,0.000,0.000,0.000,0.000,0.000
2006,777.752,1.885,0.000,0.000,0.000,0.000,0.000,0.000
2007,778.155,2.927,0.000,0.000,0.000,0.000,0.000,0.000
2008,778.558,6.013,0.000,0.000,0.000,0.000,0.000,0.000
2009,778.962,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2010,779.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2011,779.769,2.920,0.000,0.000,0.000,0.000,0.000,0.000
2012,780.172,0.669,0.000,0.000,0.000,0.000,0.000,0.000
2013,780.575,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2014,780.979,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2015,781.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2016,781.786,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017,782.189,3.584,0.000,0.000,0.000,0.000,0.000,0.000
2018,782.593,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2019,782.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2020,783.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,783.803,2.358,0.000,0.000,0.000,0.000,0.000,0.000
2022,784.207,2.744,0.000,0.000,0.000,0.000,0.000,0.000
2023,784.610,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2024,785.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2025,785.418,0.476,0.000,0.000,0.000,0.000,0.000,0.000
2026,785.821,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2027,786.225,0.971,0.000,0.000,0.000,0.000,0.000,0.000
2028,786.628,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2029,787.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2030,787.435,7.595,0.000,0.000,0.000,0.000,0.000,0.000
2031,787.839,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2032,788.243,2.748,0.000,0.000,0.000,0.000,0.000,0.000
2033,788.646,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2034,789.050,0.045,0.000,0.000,0.000,0.000,0.000,0.000
2035,789.454,1.062,0.000,0.000,0.000,0.000,0.000,0.000
2036,789.857,6.199,0.000,0.000,0.000,0.000,0.000,0.000
2037,790.261,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2038,790.665,3.617,0.000,0.000,0.000,0.000,0.000,0.000
2039,791.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2040,791.472,1.786,0.000,0.000,0.000,0.000,0.000,0.000
2041,791.876,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2042,792.280,4.458,0.000,0.000,0.000,0.000,0.000,0.000
2043,792.683,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2044,793.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2045,793.491,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2046,793.895,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2047,794.299,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2048,794.702,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2049,795.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2050,795.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2051,795.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2052,796.318,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2053,796.722,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2054,797.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2055,797.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2056,797.933,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2057,798.337,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2058,798.741,2.295,0.000,0.000,0.000,0.000,0.000,0.000
2059,799.145,0.680,0.000,0.000,0.000,0.000,0.000,0.000
2060,799.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2061,799.953,4.574,0.000,0.000,0.000,0.000,0.000,0.000
2062,800.357,2.369,0.000,0.000,0.000,0.000,0.000,0.000
2063,800.761,0.916,0.000,0.000,0.000,0.000,0.000,0.000
2064,801.165,5.456,0.000,0.000,0.000,0.000,0.000,0.000
2065,801.569,2.596,0.000,0.000,0.000,0.000,0.000,0.000
2066,801.973,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2067,802.377,5.381,0.000,0.000,0.000,0.000,0.000,0.000
2068,802.781,0.867,0.000,0.000,0.000,0.000,0.000,0.000
2069,803.185,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2070,803.589,0.479,0.000,0.000,0.000,0.000,0.000,0.000
2071,803.993,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2072,804.397,3.468,0.000,0.000,0.000,0.000,0.000,0.000
2073,804.801,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2074,805.205,0.916,0.000,0.000,0.000,0.000,0.000,0.000
2075,805.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2076,806.013,0.631,0.000,0.000,0.000,0.000,0.000,0.000
2077,806.417,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2078,806.821,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2079,807.226,7.047,0.000,0.000,0.000,0.000,0.000,0.000
2080,807.630,4.279,0.000,0.000,0.000,0.000,0.000,0.000
2081,808.034,3.960,0.000,0.000,0.000,0.000,0.000,0.000
2082,808.438,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2083,808.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2084,809.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2085,809.651,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2086,810.055,3.830,0.000,0.000,0.000,0.000,0.000,0.000
2087,810.459,1.684,0.000,0.000,0.000,0.000,0.000,0.000
2088,810.863,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2089,811.267,0.147,0.000,0.000,0.000,0.000,0.000,0.000
2090,811.672,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2091,812.076,3.651,0.000,0.000,0.000,0.000,0.000,0.000
2092,812.480,3.430,0.000,0.000,0.000,0.000,0.000,0.000
2093,812.884,0.084,0.000,0.000,0.000,0.000,0.000,0.000
2094,813.289,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2095,813.693,1.946,0.000,0.000,0.000,0.000,0.000,0.000
2096,814.097,0.069,0.000,0.000,0.000,0.000,0.000,0.000
2097,814.502,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2098,814.906,7.772,0.000,0.000,0.000,0.000,0.000,0.000
2099,815.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2100,815.715,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2101,816.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2102,816.523,0.410,0.000,0.000,0.000,0.000,0.000,0.000
2103,816.928,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2104,817.332,5.019,0.000,0.000,0.000,0.000,0.000,0.000
2105,817.737,0.257,0.000,0.000,0.000,0.000,0.000,0.000
2106,818.141,4.375,0.000,0.000,0.000,0.000,0.000,0.000
2107,818.545,0.322,0.000,0.000,0.000,0.000,0.000,0.000
2108,818.950,0.306,0.000,0.000,0.000,0.000,0.000,0.000
2109,819.354,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2110,819.759,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2111,820.163,1.459,0.000,0.000,0.000,0.000,0.000,0.000
2112,820.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2113,820.972,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2114,821.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2115,821.781,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2116,822.186,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2117,822.590,3.121,0.000,0.000,0.000,0.000,0.000,0.000
2118,822.995,5.955,0.000,0.000,0.000,0.000,0.000,0.000
2119,823.399,5.519,0.000,0.000,0.000,0.000,0.000,0.000
2120,823.804,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2121,824.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2122,824.613,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2123,825.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2124,825.422,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2125,825.827,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2126,826.232,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2127,826.636,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2128,827.041,3.039,0.000,0.000,0.000,0.000,0.000,0.000
2129,827.445,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2130,827.850,1.300,0.000,0.000,0.000,0.000,0.000,0.000
2131,828.255,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2132,828.659,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2133,829.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2134,829.469,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2135,829.874,3.163,0.000,0.000,0.000,0.000,0.000,0.000
2136,830.278,0.091,0.000,0.000,0.000,0.000,0.000,0.000
2137,830.683,2.830,0.000,0.000,0.000,0.000,0.000,0.000
2138,831.088,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2139,831.493,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2140,831.897,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2141,832.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2142,832.707,0.643,0.000,0.000,0.000,0.000,0.000,0.000
2143,833.112,4.684,0.000,0.000,0.000,0.000,0.000,0.000
2144,833.517,4.613,0.000,0.000,0.000,0.000,0.000,0.000
2145,833.921,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2146,834.326,0.231,0.000,0.000,0.000,0.000,0.000,0.000
2147,834.731,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2148,835.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2149,835.541,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2150,835.946,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2151,836.350,10.644,0.000,0.000,0.000,0.000,0.000,0.000
2152,836.755,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2153,837.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2154,837.565,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2155,837.970,1.855,0.000,0.000,0.000,0.000,0.000,0.000
2156,838.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2157,838.780,1.139,0.000,0.000,0.000,0.000,0.000,0.000
2158,839.185,1.446,0.000,0.000,0.000,0.000,0.000,0.000
2159,839.590,0.241,0.000,0.000,0.000,0.000,0.000,0.000
2160,839.995,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2161,840.400,0.797,0.000,0.000,0.000,0.000,0.000,0.000
2162,840.805,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2163,841.210,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2164,841.615,1.181,0.000,0.000,0.000,0.000,0.000,0.000
2165,842.020,0.942,0.000,0.000,0.000,0.000,0.000,0.000
2166,842.425,0.143,0.000,0.000,0.000,0.000,0.000,0.000
2167,842.830,7.486,0.000,0.000,0.000,0.000,0.000,0.000
2168,843.235,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2169,843.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2170,844.045,1.332,0.000,0.000,0.000,0.000,0.000,0.000
2171,844.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2172,844.855,5.975,0.000,0.000,0.000,0.000,0.000,0.000
2173,845.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2174,845.666,0.903,0.000,0.000,0.000,0.000,0.000,0.000
2175,846.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2176,846.476,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2177,846.881,5.228,0.000,0.000,0.000,0.000,0.000,0.000
2178,847.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2179,847.691,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2180,848.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2181,848.502,1.410,0.000,0.000,0.000,0.000,0.000,0.000
2182,848.907,4.921,0.000,0.000,0.000,0.000,0.000,0.000
2183,849.312,5.535,0.000,0.000,0.000,0.000,0.000,0.000
2184,849.717,2.223,0.000,0.000,0.000,0.000,0.000,0.000
2185,850.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2186,850.528,4.784,0.000,0.000,0.000,0.000,0.000,0.000
2187,850.933,5.598,0.000,0.000,0.000,0.000,0.000,0.000
2188,851.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2189,851.744,0.941,0.000,0.000,0.000,0.000,0.000,0.000
2190,852.149,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2191,852.554,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2192,852.959,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2193,853.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2194,853.770,0.573,0.000,0.000,0.000,0.000,0.000,0.000
2195,854.175,3.654,0.000,0.000,0.000,0.000,0.000,0.000
2196,854.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2197,854.986,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2198,855.391,1.377,0.000,0.000,0.000,0.000,0.000,0.000
2199,855.797,1.214,0.000,0.000,0.000,0.000,0.000,0.000
2200,856.202,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2201,856.608,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2202,857.013,1.705,0.000,0.000,0.000,0.000,0.000,0.000
2203,857.418,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2204,857.824,1.972,0.000,0.000,0.000,0.000,0.000,0.000
2205,858.229,0.469,0.000,0.000,0.000,0.000,0.000,0.000
2206,858.635,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2207,859.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2208,859.446,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2209,859.851,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2210,860.257,3.642,0.000,0.000,0.000,0.000,0.000,0.000
2211,860.662,0.611,0.000,0.000,0.000,0.000,0.000,0.000
2212,861.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2213,861.473,1.856,0.000,0.000,0.000,0.000,0.000,0.000
2214,861.879,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2215,862.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2216,862.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2217,863.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2218,863.501,4.089,0.000,0.000,0.000,0.000,0.000,0.000
2219,863.906,1.810,0.000,0.000,0.000,0.000,0.000,0.000
2220,864.312,0.727,0.000,0.000,0.000,0.000,0.000,0.000
2221,864.718,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2222,865.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2223,865.529,1.099,0.000,0.000,0.000,0.000,0.000,0.000
2224,865.934,1.426,0.000,0.000,0.000,0.000,0.000,0.000
2225,866.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2226,866.746,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2227,867.151,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2228,867.557,0.737,0.000,0.000,0.000,0.000,0.000,0.000
2229,867.963,1.421,0.000,0.000,0.000,0.000,0.000,0.000
2230,868.368,1.832,0.000,0.000,0.000,0.000,0.000,0.000
2231,868.774,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2232,869.180,9.800,0.000,0.000,0.000,0.000,0.000,0.000
2233,869.585,6.064,0.000,0.000,0.000,0.000,0.000,0.000
2234,869.991,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2235,870.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2236,870.803,0.680,0.000,0.000,0.000,0.000,0.000,0.000
2237,871.208,0.794,0.000,0.000,0.000,0.000,0.000,0.000
2238,871.614,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2239,872.020,0.279,0.000,0.000,0.000,0.000,0.000,0.000
2240,872.426,3.702,0.000,0.000,0.000,0.000,0.000,0.000
2241,872.832,0.369,0.000,0.000,0.000,0.000,0.000,0.000
2242,873.237,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2243,873.643,1.860,0.000,0.000,0.000,0.000,0.000,0.000
2244,874.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2245,874.455,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2246,874.861,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2247,875.267,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2248,875.672,2.149,0.000,0.000,0.000,0.000,0.000,0.000
2249,876.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2250,876.484,1.375,0.000,0.000,0.000,0.000,0.000,0.000
2251,876.890,2.815,0.000,0.000,0.000,0.000,0.000,0.000
2252,877.296,2.217,0.000,0.000,0.000,0.000,0.000,0.000
2253,877.702,4.820,0.000,0.000,0.000,0.000,0.000,0.000
2254,878.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2255,878.514,2.721,0.000,0.000,0.000,0.000,0.000,0.000
2256,878.920,2.164,0.000,0.000,0.000,0.000,0.000,0.000
2257,879.326,1.466,0.000,0.000,0.000,0.000,0.000,0.000
2258,879.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2259,880.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2260,880.544,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2261,880.950,0.553,0.000,0.000,0.000,0.000,0.000,0.000
2262,881.356,0.754,0.000,0.000,0.000,0.000,0.000,0.000
2263,881.762,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2264,882.168,2.390,0.000,0.000,0.000,0.000,0.000,0.000
2265,882.574,1.467,0.000,0.000,0.000,0.000,0.000,0.000
2266,882.980,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2267,883.386,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2268,883.792,0.437,0.000,0.000,0.000,0.000,0.000,0.000
2269,884.198,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2270,884.604,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2271,885.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2272,885.416,3.364,0.000,0.000,0.000,0.000,0.000,0.000
2273,885.822,0.255,0.000,0.000,0.000,0.000,0.000,0.000
2274,886.228,2.623,0.000,0.000,0.000,0.000,0.000,0.000
2275,886.635,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2276,887.041,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2277,887.447,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2278,887.853,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2279,888.259,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2280,888.665,0.997,0.000,0.000,0.000,0.000,0.000,0.000
2281,889.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2282,889.478,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2283,889.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2284,890.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2285,890.696,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2286,891.103,3.756,0.000,0.000,0.000,0.000,0.000,0.000
2287,891.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2288,891.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2289,892.322,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2290,892.728,0.657,0.000,0.000,0.000,0.000,0.000,0.000
2291,893.134,3.770,0.000,0.000,0.000,0.000,0.000,0.000
2292,893.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2293,893.947,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2294,894.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2295,894.759,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2296,895.166,5.317,0.000,0.000,0.000,0.000,0.000,0.000
2297,895.572,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2298,895.978,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2299,896.385,5.063,0.000,0.000,0.000,0.000,0.000,0.000
2300,896.791,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2301,897.198,1.197,0.000,0.000,0.000,0.000,0.000,0.000
2302,897.604,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2303,898.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2304,898.417,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2305,898.823,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2306,899.230,5.083,0.000,0.000,0.000,0.000,0.000,0.000
2307,899.636,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2308,900.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2309,900.449,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2310,900.856,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2311,901.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2312,901.669,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2313,902.075,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2314,902.482,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2315,902.888,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2316,903.295,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2317,903.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2318,904.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2319,904.514,1.563,0.000,0.000,0.000,0.000,0.000,0.000
2320,904.921,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2321,905.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2322,905.734,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2323,906.141,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2324,906.547,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2325,906.954,1.682,0.000,0.000,0.000,0.000,0.000,0.000
2326,907.361,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2327,907.767,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2328,908.174,0.686,0.000,0.000,0.000,0.000,0.000,0.000
2329,908.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2330,908.987,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2331,909.394,2.044,0.000,0.000,0.000,0.000,0.000,0.000
2332,909.801,0.000,0.000,0.000,0.000,0.000,0.000,0.000
