ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Backscatter,DE-1588,SE-1631,DE-1631,Xray-Th,SE-1588,Xray-La,continuum
4662,1800.028,433.621,433.621,303.229,300.150,0.074,299.533,0.000,3.622,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4663,1800.447,419.179,419.179,303.222,300.143,0.072,299.530,0.000,3.620,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4664,1800.865,381.391,381.391,303.216,300.137,0.069,299.528,0.000,3.619,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4665,1801.284,400.039,400.039,303.209,300.131,0.067,299.525,0.000,3.617,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4666,1801.703,332.267,332.267,303.202,300.124,0.065,299.523,0.000,3.615,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4667,1802.121,350.333,350.333,303.195,300.118,0.062,299.520,0.000,3.613,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4668,1802.540,323.407,323.407,303.188,300.111,0.060,299.518,0.000,3.610,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4669,1802.958,334.234,334.234,303.181,300.105,0.058,299.515,0.000,3.608,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4670,1803.377,364.476,364.476,303.174,300.098,0.056,299.513,0.000,3.605,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4671,1803.795,364.492,364.492,303.166,300.092,0.054,299.510,0.000,3.602,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4672,1804.214,378.283,378.283,303.158,300.085,0.052,299.508,0.000,3.599,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4673,1804.632,363.197,363.197,303.151,300.079,0.050,299.505,0.000,3.595,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4674,1805.051,415.477,415.477,303.143,300.073,0.048,299.503,0.000,3.591,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4675,1805.469,379.565,379.565,303.135,300.066,0.047,299.500,0.000,3.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4676,1805.888,406.361,406.361,303.126,300.060,0.045,299.498,0.000,3.584,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4677,1806.306,362.733,362.733,303.118,300.053,0.043,299.495,0.000,3.579,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4678,1806.725,416.814,416.814,303.109,300.047,0.042,299.493,0.000,3.575,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4679,1807.143,436.763,436.763,303.101,300.040,0.040,299.490,0.000,3.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4680,1807.562,409.544,409.544,303.092,300.034,0.039,299.488,0.000,3.565,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4681,1807.980,394.977,394.977,303.083,300.028,0.038,299.485,0.000,3.560,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4682,1808.398,403.712,403.712,303.074,300.021,0.036,299.483,0.000,3.555,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4683,1808.817,402.317,402.317,303.064,300.015,0.035,299.480,0.000,3.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4684,1809.235,385.115,385.115,303.055,300.008,0.034,299.478,0.000,3.543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4685,1809.654,400.116,400.116,303.045,300.002,0.032,299.475,0.000,3.537,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4686,1810.072,422.079,422.079,303.035,299.995,0.031,299.473,0.000,3.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4687,1810.491,339.774,339.774,303.025,299.989,0.030,299.470,0.000,3.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4688,1810.909,394.397,394.397,303.015,299.983,0.029,299.467,0.000,3.518,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4689,1811.327,429.470,429.470,303.004,299.976,0.028,299.465,0.000,3.511,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4690,1811.746,379.793,379.793,302.993,299.970,0.027,299.462,0.000,3.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4691,1812.164,405.625,405.625,302.983,299.963,0.026,299.460,0.000,3.497,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4692,1812.582,394.858,394.858,302.972,299.957,0.025,299.457,0.000,3.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4693,1813.001,394.980,394.980,302.961,299.950,0.024,299.455,0.000,3.482,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4694,1813.419,373.339,373.339,302.949,299.944,0.023,299.452,0.000,3.474,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4695,1813.837,396.985,396.985,302.938,299.938,0.022,299.449,0.000,3.466,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4696,1814.256,364.480,364.480,302.926,299.931,0.021,299.447,0.000,3.458,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4697,1814.674,396.893,396.893,302.914,299.925,0.021,299.444,0.000,3.449,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4698,1815.092,400.027,400.027,302.902,299.918,0.020,299.442,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4699,1815.511,383.685,383.685,302.890,299.912,0.019,299.439,0.000,3.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4700,1815.929,404.385,404.385,302.877,299.905,0.018,299.436,0.000,3.423,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4701,1816.347,421.364,421.364,302.865,299.899,0.018,299.434,0.000,3.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4702,1816.766,368.529,368.529,302.852,299.893,0.017,299.431,0.000,3.404,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4703,1817.184,407.482,407.482,302.839,299.886,0.016,299.429,0.000,3.394,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4704,1817.602,379.247,379.247,302.826,299.880,0.016,299.426,0.000,3.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4705,1818.020,385.295,385.295,302.813,299.873,0.015,299.423,0.000,3.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4706,1818.439,408.410,408.410,302.799,299.867,0.015,299.421,0.000,3.364,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4707,1818.857,390.587,390.587,302.785,299.860,0.014,299.418,0.000,3.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4708,1819.275,419.443,419.443,302.771,299.854,0.014,299.415,0.000,3.343,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4709,1819.693,374.672,374.672,302.757,299.848,0.013,299.412,0.000,3.332,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4710,1820.111,393.975,393.975,302.743,299.841,0.013,299.410,0.000,3.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4711,1820.530,375.085,375.085,302.729,299.835,0.012,299.407,0.000,3.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4712,1820.948,398.869,398.869,302.714,299.828,0.012,299.404,0.000,3.298,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4713,1821.366,422.848,422.848,302.699,299.822,0.011,299.402,0.000,3.287,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4714,1821.784,405.912,405.912,302.685,299.815,0.011,299.399,0.000,3.275,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4715,1822.202,441.140,441.140,302.669,299.809,0.010,299.396,0.000,3.263,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4716,1822.620,387.094,387.094,302.654,299.803,0.010,299.393,0.000,3.251,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4717,1823.039,438.560,438.560,302.639,299.796,0.009,299.391,0.000,3.239,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4718,1823.457,400.585,400.585,302.623,299.790,0.009,299.388,0.000,3.226,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4719,1823.875,451.133,451.133,302.607,299.783,0.009,299.385,0.000,3.214,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4720,1824.293,421.696,421.696,302.591,299.777,0.008,299.382,0.000,3.201,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4721,1824.711,397.129,397.129,302.575,299.770,0.008,299.379,0.000,3.188,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4722,1825.129,378.174,378.174,302.559,299.764,0.008,299.376,0.000,3.175,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4723,1825.547,389.972,389.972,302.543,299.758,0.007,299.374,0.000,3.162,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4724,1825.965,388.351,388.351,302.526,299.751,0.007,299.371,0.000,3.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4725,1826.383,392.381,392.381,302.509,299.745,0.007,299.368,0.000,3.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4726,1826.801,423.237,423.237,302.492,299.738,0.007,299.365,0.000,3.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4727,1827.219,411.244,411.244,302.475,299.732,0.006,299.362,0.000,3.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4728,1827.637,394.092,394.092,302.458,299.725,0.006,299.359,0.000,3.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4729,1828.055,346.204,346.204,302.441,299.719,0.006,299.356,0.000,3.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4730,1828.473,409.954,409.954,302.423,299.712,0.006,299.353,0.000,3.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4731,1828.891,414.534,414.534,302.405,299.706,0.005,299.350,0.000,3.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4732,1829.309,384.214,384.214,302.388,299.700,0.005,299.347,0.000,3.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4733,1829.727,372.250,372.250,302.370,299.693,0.005,299.344,0.000,3.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4734,1830.145,391.172,391.172,302.352,299.687,0.005,299.341,0.000,3.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4735,1830.563,414.286,414.286,302.333,299.680,0.005,299.338,0.000,2.991,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4736,1830.981,416.509,416.509,302.315,299.674,0.004,299.335,0.000,2.975,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4737,1831.399,385.928,385.928,302.296,299.667,0.004,299.332,0.000,2.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4738,1831.817,368.484,368.484,302.278,299.661,0.004,299.329,0.000,2.945,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4739,1832.235,425.200,425.200,302.259,299.655,0.004,299.326,0.000,2.929,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4740,1832.653,374.623,374.623,302.240,299.648,0.004,299.323,0.000,2.913,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4741,1833.071,379.860,379.860,302.221,299.642,0.004,299.320,0.000,2.898,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4742,1833.489,381.116,381.116,302.202,299.635,0.003,299.317,0.000,2.882,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4743,1833.907,395.509,395.509,302.183,299.629,0.003,299.313,0.000,2.866,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4744,1834.325,369.114,369.114,302.163,299.622,0.003,299.310,0.000,2.850,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4745,1834.743,367.277,367.277,302.144,299.616,0.003,299.307,0.000,2.833,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4746,1835.160,354.241,354.241,302.124,299.610,0.003,299.304,0.000,2.817,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4747,1835.578,380.010,380.010,302.104,299.603,0.003,299.301,0.000,2.801,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4748,1835.996,382.645,382.645,302.084,299.597,0.003,299.297,0.000,2.784,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4749,1836.414,369.266,369.266,302.064,299.590,0.003,299.294,0.000,2.768,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4750,1836.832,390.861,390.861,302.044,299.584,0.002,299.291,0.000,2.751,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4751,1837.250,381.348,381.348,302.024,299.577,0.002,299.288,0.000,2.734,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4752,1837.667,344.962,344.962,302.004,299.571,0.002,299.284,0.000,2.717,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4753,1838.085,342.032,342.032,301.983,299.565,0.002,299.281,0.000,2.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4754,1838.503,360.860,360.860,301.963,299.558,0.002,299.278,0.000,2.683,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4755,1838.921,398.939,398.939,301.942,299.552,0.002,299.274,0.000,2.666,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4756,1839.338,372.456,372.456,301.922,299.545,0.002,299.271,0.000,2.649,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4757,1839.756,382.684,382.684,301.901,299.539,0.002,299.268,0.000,2.631,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4758,1840.174,411.468,411.468,301.880,299.532,0.002,299.264,0.000,2.614,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4759,1840.592,358.205,358.205,301.859,299.526,0.002,299.261,0.000,2.597,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4760,1841.009,317.788,317.788,301.838,299.520,0.002,299.257,0.000,2.579,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4761,1841.427,381.293,381.293,301.817,299.513,0.002,299.254,0.000,2.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4762,1841.845,402.237,402.237,301.796,299.507,0.001,299.250,0.000,2.544,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4763,1842.262,360.318,360.318,301.774,299.500,0.001,299.247,0.000,2.526,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4764,1842.680,403.537,403.537,301.753,299.494,0.001,299.243,0.000,2.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4765,1843.098,374.892,374.892,301.732,299.487,0.001,299.240,0.000,2.491,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4766,1843.515,342.032,342.032,301.710,299.481,0.001,299.236,0.000,2.473,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4767,1843.933,381.923,381.923,301.689,299.475,0.001,299.233,0.000,2.455,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4768,1844.351,353.897,353.897,301.667,299.468,0.001,299.229,0.000,2.437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4769,1844.768,347.663,347.663,301.646,299.462,0.001,299.225,0.000,2.419,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4770,1845.186,353.085,353.085,301.624,299.455,0.001,299.222,0.000,2.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4771,1845.604,323.788,323.788,301.602,299.449,0.001,299.218,0.000,2.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4772,1846.021,362.642,362.642,301.580,299.442,0.001,299.214,0.000,2.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4773,1846.439,363.127,363.127,301.558,299.436,0.001,299.211,0.000,2.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4774,1846.856,338.730,338.730,301.537,299.430,0.001,299.207,0.000,2.329,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4775,1847.274,335.022,335.022,301.515,299.423,0.001,299.203,0.000,2.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4776,1847.691,385.047,385.047,301.493,299.417,0.001,299.200,0.000,2.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4777,1848.109,372.012,372.012,301.471,299.410,0.001,299.196,0.000,2.274,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4778,1848.526,350.414,350.414,301.449,299.404,0.001,299.192,0.000,2.256,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4779,1848.944,366.413,366.413,301.426,299.397,0.001,299.188,0.000,2.238,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4780,1849.361,371.704,371.704,301.404,299.391,0.001,299.184,0.000,2.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4781,1849.779,324.123,324.123,301.382,299.385,0.001,299.180,0.000,2.201,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4782,1850.196,346.980,346.980,301.360,299.378,0.001,299.177,0.000,2.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4783,1850.614,355.590,355.590,301.338,299.372,0.001,299.173,0.000,2.165,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4784,1851.031,347.550,347.550,301.316,299.365,0.001,299.169,0.000,2.146,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4785,1851.449,350.178,350.178,301.293,299.359,0.001,299.165,0.000,2.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4786,1851.866,322.366,322.366,301.271,299.352,0.000,299.161,0.000,2.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4787,1852.284,322.206,322.206,301.249,299.346,0.000,299.157,0.000,2.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4788,1852.701,332.394,332.394,301.227,299.340,0.000,299.153,0.000,2.073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4789,1853.118,357.025,357.025,301.204,299.333,0.000,299.149,0.000,2.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4790,1853.536,333.013,333.013,301.182,299.327,0.000,299.145,0.000,2.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4791,1853.953,322.379,322.379,301.160,299.320,0.000,299.141,0.000,2.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4792,1854.370,312.529,312.529,301.138,299.314,0.000,299.137,0.000,2.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4793,1854.788,314.008,314.008,301.115,299.307,0.000,299.133,0.000,1.982,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4794,1855.205,337.278,337.278,301.093,299.301,0.000,299.128,0.000,1.964,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4795,1855.622,307.458,307.458,301.071,299.294,0.000,299.124,0.000,1.946,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4796,1856.040,316.874,316.874,301.048,299.288,0.000,299.120,0.000,1.928,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4797,1856.457,347.541,347.541,301.026,299.282,0.000,299.116,0.000,1.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4798,1856.874,345.198,345.198,301.004,299.275,0.000,299.112,0.000,1.892,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4799,1857.292,321.347,321.347,300.982,299.269,0.000,299.108,0.000,1.874,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4800,1857.709,325.716,325.716,300.960,299.262,0.000,299.103,0.000,1.856,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4801,1858.126,327.976,327.976,300.937,299.256,0.000,299.099,0.000,1.838,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4802,1858.543,309.569,309.569,300.915,299.249,0.000,299.095,0.000,1.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4803,1858.961,328.805,328.805,300.893,299.243,0.000,299.090,0.000,1.802,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4804,1859.378,333.255,333.255,300.871,299.237,0.000,299.086,0.000,1.785,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4805,1859.795,311.172,311.172,300.849,299.230,0.000,299.082,0.000,1.767,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4806,1860.212,284.607,284.607,300.827,299.224,0.000,299.077,0.000,1.749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4807,1860.629,314.862,314.862,300.805,299.217,0.000,299.073,0.000,1.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4808,1861.047,349.136,349.136,300.783,299.211,0.000,299.069,0.000,1.714,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4809,1861.464,337.974,337.974,300.761,299.204,0.000,299.064,0.000,1.696,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4810,1861.881,323.070,323.070,300.739,299.198,0.000,299.060,0.000,1.679,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4811,1862.298,327.563,327.563,300.717,299.192,0.000,299.055,0.000,1.662,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
