spectrum,E_keV,eps
ASN16_Th232,440.0,0.0207243
ASN16_Th232,460.0,0.0194404
ASN16_Th232,480.0,0.018284
ASN16_Th232,500.0,0.0172403
ASN16_Th232,520.0,0.0162959
ASN16_Th232,540.0,0.0154392
ASN16_Th232,560.0,0.0146602
ASN16_Th232,580.0,0.0139501
ASN16_Th232,600.0,0.0133011
ASN16_Th232,620.0,0.0127065
ASN16_Th232,640.0,0.0121604
ASN16_Th232,660.0,0.0116576
ASN16_Th232,680.0,0.0111937
ASN16_Th232,700.0,0.0107647
ASN16_Th232,720.0,0.010367
ASN16_Th232,740.0,0.00999759
ASN16_Th232,760.0,0.00965373
ASN16_Th232,780.0,0.00933299
ASN16_Th232,800.0,0.00903323
ASN16_Th232,820.0,0.00875255
ASN16_Th232,840.0,0.00848924
ASN16_Th232,860.0,0.00824178
ASN16_Th232,880.0,0.00800882
ASN16_Th232,900.0,0.00778915
ASN16_Th232,920.0,0.00758166
ASN16_Th232,940.0,0.00738537
ASN16_Th232,960.0,0.00719941
ASN16_Th232,980.0,0.00702298
ASN16_Th232,1000.0,0.00685534
ASN16_Th232,1020.0,0.00669585
ASN16_Th232,1040.0,0.00654392
ASN16_Th232,1060.0,0.006399
ASN16_Th232,1080.0,0.00626061
ASN16_Th232,1100.0,0.0061283
ASN16_Th232,1120.0,0.00600167
ASN16_Th232,1140.0,0.00588033
ASN16_Th232,1160.0,0.00576396
ASN16_Th232,1180.0,0.00565224
ASN16_Th232,1200.0,0.00554489
ASN16_Th232,1220.0,0.00544163
ASN16_Th232,1240.0,0.00534224
ASN16_Th232,1260.0,0.00524649
ASN16_Th232,1280.0,0.00515417
ASN16_Th232,1300.0,0.00506509
ASN16_Th232,1320.0,0.00497909
ASN16_Th232,1340.0,0.00489599
ASN16_Th232,1360.0,0.00481566
ASN16_Th232,1380.0,0.00473794
ASN16_Th232,1400.0,0.00466272
ASN16_Th232,1420.0,0.00458988
ASN16_Th232,1440.0,0.00451929
ASN16_Th232,1460.0,0.00445086
ASN16_Th232,1480.0,0.0043845
ASN16_Th232,1500.0,0.00432011
ASN16_Th232,1520.0,0.00425761
ASN16_Th232,1540.0,0.00419691
ASN16_Th232,1560.0,0.00413796
ASN16_Th232,1580.0,0.00408067
ASN16_Th232,1600.0,0.00402499
ASN16_Th232,1620.0,0.00397085
ASN16_Th232,1640.0,0.0039182
ASN16_Th232,1660.0,0.00386698
ASN16_Th232,1680.0,0.00381714
ASN16_Th232,1700.0,0.00376864
ASN16_Th232,1720.0,0.00372143
ASN16_Th232,1740.0,0.00367547
ASN16_Th232,1760.0,0.00363072
ASN16_Th232,1780.0,0.00358714
ASN16_Th232,1800.0,0.0035447
ASN16_Th232,1820.0,0.00350335
ASN16_Th232,1840.0,0.00346308
ASN16_Th232,1860.0,0.00342385
ASN16_Th232,1880.0,0.00338563
ASN16_Th232,1900.0,0.0033484
ASN16_Th232,1920.0,0.00331212
ASN16_Th232,1940.0,0.00327678
ASN16_Th232,1960.0,0.00324235
ASN16_Th232,1980.0,0.0032088
ASN16_Th232,2000.0,0.00317612
ASN16_Th232,2020.0,0.00314429
ASN16_Th232,2040.0,0.00311329
ASN16_Th232,2060.0,0.00308309
ASN16_Th232,2080.0,0.00305368
ASN16_Th232,2100.0,0.00302505
ASN16_Th232,2120.0,0.00299717
ASN16_Th232,2140.0,0.00297003
ASN16_Th232,2160.0,0.00294363
ASN16_Th232,2180.0,0.00291793
ASN16_Th232,2200.0,0.00289293
ASN16_Th232,2220.0,0.00286862
ASN16_Th232,2240.0,0.00284499
ASN16_Th232,2260.0,0.00282201
ASN16_Th232,2280.0,0.00279969
ASN16_Th232,2300.0,0.002778
ASN16_Th232,2320.0,0.00275695
ASN16_Th232,2340.0,0.00273651
ASN16_Th232,2360.0,0.00271668
ASN16_Th232,2380.0,0.00269745
ASN16_Th232,2400.0,0.00267881
ASN16_Th232,2420.0,0.00266075
ASN16_Th232,2440.0,0.00264327
ASN16_Th232,2460.0,0.00262635
ASN16_Th232,2480.0,0.00261
ASN16_Th232,2500.0,0.00259419
ASN16_Th232,2520.0,0.00257893
ASN16_Th232,2540.0,0.00256421
ASN16_Th232,2560.0,0.00255002
ASN16_Th232,2580.0,0.00253636
ASN16_Th232,2600.0,0.00252322
ASN16_Th232,2620.0,0.00251059
ASN16_Th232,2640.0,0.00249848
ASN16_Th232,2660.0,0.00248687
ASN16_Th232,2680.0,0.00247576
ASN16_Th232,2700.0,0.00246515
ASN16_Th232,2720.0,0.00245504
ASN16_Th232,2740.0,0.00244541
ASN16_Th232,2760.0,0.00243627
ASN16_Th232,2780.0,0.00242762
ASN16_Th232,2800.0,0.00241945
ASN16_Th232,2820.0,0.00241175
ASN16_Th232,2840.0,0.00240453
ASN16_Th232,2860.0,0.00239778
ASN16_Th232,2880.0,0.00239151
ASN16_Th232,2900.0,0.0023857
ASN16_Th232,2920.0,0.00238037
ASN16_Th232,2940.0,0.0023755
ASN16_Th232,2960.0,0.0023711
ASN16_Th232,2980.0,0.00236716
ASN16_Th232,3000.0,0.00236369
ASN16_Th232,3020.0,0.00236069
ASN16_Th232_Am241,20.0,0.00180392
ASN16_Th232_Am241,40.0,0.0400862
ASN16_Th232_Am241,60.0,0.0553087
ASN16_Th232_Am241,80.0,0.06203
ASN16_Th232_Am241,100.0,0.0651755
ASN16_Th232_Am241,120.0,0.0655808
ASN16_Th232_Am241,140.0,0.0639334
ASN16_Th232_Am241,160.0,0.0609357
ASN16_Th232_Am241,180.0,0.0571834
ASN16_Th232_Am241,200.0,0.053116
ASN16_Th232_Am241,220.0,0.0490271
ASN16_Th232_Am241,240.0,0.0450954
ASN16_Th232_Am241,260.0,0.0414189
ASN16_Th232_Am241,280.0,0.0380421
ASN16_Th232_Am241,300.0,0.0349761
ASN16_Th232_Am241,320.0,0.0322124
ASN16_Th232_Am241,340.0,0.029732
ASN16_Th232_Am241,360.0,0.027511
ASN16_Th232_Am241,380.0,0.0255239
ASN16_Th232_Am241,400.0,0.0237457
ASN16_Th232_Am241,420.0,0.022153
ASN16_Th232_Am241,440.0,0.0207243
ASN16_Th232_Am241,460.0,0.0194404
ASN16_Th232_Am241,480.0,0.018284
ASN16_Th232_Am241,500.0,0.0172403
ASN16_Th232_Am241,520.0,0.0162959
ASN16_Th232_Am241,540.0,0.0154392
ASN16_Th232_Am241,560.0,0.0146602
ASN16_Th232_Am241,580.0,0.0139501
ASN16_Th232_Am241,600.0,0.0133011
ASN16_Th232_Am241,620.0,0.0127065
ASN16_Th232_Am241,640.0,0.0121604
ASN16_Th232_Am241,660.0,0.0116576
ASN16_Th232_Am241,680.0,0.0111937
ASN16_Th232_Am241,700.0,0.0107647
ASN16_Th232_Am241,720.0,0.010367
ASN16_Th232_Am241,740.0,0.00999759
ASN16_Th232_Am241,760.0,0.00965373
ASN16_Th232_Am241,780.0,0.00933299
ASN16_Th232_Am241,800.0,0.00903323
ASN16_Th232_Am241,820.0,0.00875255
ASN16_Th232_Am241,840.0,0.00848924
ASN16_Th232_Am241,860.0,0.00824178
ASN16_Th232_Am241,880.0,0.00800882
ASN16_Th232_Am241,900.0,0.00778915
ASN16_Th232_Am241,920.0,0.00758166
ASN16_Th232_Am241,940.0,0.00738537
ASN16_Th232_Am241,960.0,0.00719941
ASN16_Th232_Am241,980.0,0.00702298
ASN16_Th232_Am241,1000.0,0.00685534
ASN16_Th232_Am241,1020.0,0.00669585
ASN16_Th232_Am241,1040.0,0.00654392
ASN16_Th232_Am241,1060.0,0.006399
ASN16_Th232_Am241,1080.0,0.00626061
ASN16_Th232_Am241,1100.0,0.0061283
ASN16_Th232_Am241,1120.0,0.00600167
ASN16_Th232_Am241,1140.0,0.00588033
ASN16_Th232_Am241,1160.0,0.00576396
ASN16_Th232_Am241,1180.0,0.00565224
ASN16_Th232_Am241,1200.0,0.00554489
ASN16_Th232_Am241,1220.0,0.00544163
ASN16_Th232_Am241,1240.0,0.00534224
ASN16_Th232_Am241,1260.0,0.00524649
ASN16_Th232_Am241,1280.0,0.00515417
ASN16_Th232_Am241,1300.0,0.00506509
ASN16_Th232_Am241,1320.0,0.00497909
ASN16_Th232_Am241,1340.0,0.00489599
ASN16_Th232_Am241,1360.0,0.00481566
ASN16_Th232_Am241,1380.0,0.00473794
ASN16_Th232_Am241,1400.0,0.00466272
ASN16_Th232_Am241,1420.0,0.00458988
ASN16_Th232_Am241,1440.0,0.00451929
ASN16_Th232_Am241,1460.0,0.00445086
ASN16_Th232_Am241,1480.0,0.0043845
ASN16_Th232_Am241,1500.0,0.00432011
ASN16_Th232_Am241,1520.0,0.00425761
ASN16_Th232_Am241,1540.0,0.00419691
ASN16_Th232_Am241,1560.0,0.00413796
ASN16_Th232_Am241,1580.0,0.00408067
ASN16_Th232_Am241,1600.0,0.00402499
ASN16_Th232_Am241,1620.0,0.00397085
ASN16_Th232_Am241,1640.0,0.0039182
ASN16_Th232_Am241,1660.0,0.00386698
ASN16_Th232_Am241,1680.0,0.00381714
ASN16_Th232_Am241,1700.0,0.00376864
ASN16_Th232_Am241,1720.0,0.00372143
ASN16_Th232_Am241,1740.0,0.00367547
ASN16_Th232_Am241,1760.0,0.00363072
ASN16_Th232_Am241,1780.0,0.00358714
ASN16_Th232_Am241,1800.0,0.0035447
ASN16_Th232_Am241,1820.0,0.00350335
ASN16_Th232_Am241,1840.0,0.00346308
ASN16_Th232_Am241,1860.0,0.00342385
ASN16_Th232_Am241,1880.0,0.00338563
ASN16_Th232_Am241,1900.0,0.0033484
ASN16_Th232_Am241,1920.0,0.00331212
ASN16_Th232_Am241,1940.0,0.00327678
ASN16_Th232_Am241,1960.0,0.00324235
ASN16_Th232_Am241,1980.0,0.0032088
ASN16_Th232_Am241,2000.0,0.00317612
ASN16_Th232_Am241,2020.0,0.00314429
ASN16_Th232_Am241,2040.0,0.00311329
ASN16_Th232_Am241,2060.0,0.00308309
ASN16_Th232_Am241,2080.0,0.00305368
ASN16_Th232_Am241,2100.0,0.00302505
ASN16_Th232_Am241,2120.0,0.00299717
ASN16_Th232_Am241,2140.0,0.00297003
ASN16_Th232_Am241,2160.0,0.00294363
ASN16_Th232_Am241,2180.0,0.00291793
ASN16_Th232_Am241,2200.0,0.00289293
ASN16_Th232_Am241,2220.0,0.00286862
ASN16_Th232_Am241,2240.0,0.00284499
ASN16_Th232_Am241,2260.0,0.00282201
ASN16_Th232_Am241,2280.0,0.00279969
ASN16_Th232_Am241,2300.0,0.002778
ASN16_Th232_Am241,2320.0,0.00275695
ASN16_Th232_Am241,2340.0,0.00273651
ASN16_Th232_Am241,2360.0,0.00271668
ASN16_Th232_Am241,2380.0,0.00269745
ASN16_Th232_Am241,2400.0,0.00267881
ASN16_Th232_Am241,2420.0,0.00266075
ASN16_Th232_Am241,2440.0,0.00264327
ASN16_Th232_Am241,2460.0,0.00262635
ASN16_Th232_Am241,2480.0,0.00261
ASN16_Th232_Am241,2500.0,0.00259419
ASN16_Th232_Am241,2520.0,0.00257893
ASN16_Th232_Am241,2540.0,0.00256421
ASN16_Th232_Am241,2560.0,0.00255002
ASN16_Th232_Am241,2580.0,0.00253636
ASN16_Th232_Am241,2600.0,0.00252322
ASN16_Th232_Am241,2620.0,0.00251059
ASN16_Th232_Am241,2640.0,0.00249848
ASN16_Th232_Am241,2660.0,0.00248687
ASN16_Th232_Am241,2680.0,0.00247576
ASN16_Th232_Am241,2700.0,0.00246515
ASN16_Th232_Am241,2720.0,0.00245504
ASN16_Th232_Am241,2740.0,0.00244541
ASN16_Th232_Am241,2760.0,0.00243627
ASN16_Th232_Am241,2780.0,0.00242762
ASN16_Th232_Am241,2800.0,0.00241945
ASN16_Th232_Am241,2820.0,0.00241175
ASN16_Th232_Am241,2840.0,0.00240453
ASN16_Th232_Am241,2860.0,0.00239778
ASN16_Th232_Am241,2880.0,0.00239151
ASN16_Th232_Am241,2900.0,0.0023857
ASN16_Th232_Am241,2920.0,0.00238037
ASN16_Th232_Am241,2940.0,0.0023755
ASN16_Th232_Am241,2960.0,0.0023711
ASN16_Th232_Am241,2980.0,0.00236716
ASN16_Th232_Am241,3000.0,0.00236369
ASN16_Th232_Am241,3020.0,0.00236069
ASN16_UGlass,20.0,0.00180392
ASN16_UGlass,40.0,0.0400862
ASN16_UGlass,60.0,0.0553087
ASN16_UGlass,80.0,0.06203
ASN16_UGlass,100.0,0.0651755
ASN16_UGlass,120.0,0.0655808
ASN16_UGlass,140.0,0.0639334
ASN16_UGlass,160.0,0.0609357
ASN16_UGlass,180.0,0.0571834
ASN16_UGlass,200.0,0.053116
ASN16_UGlass,220.0,0.0490271
ASN16_UGlass,240.0,0.0450954
ASN16_UGlass,260.0,0.0414189
ASN16_UGlass,280.0,0.0380421
ASN16_UGlass,300.0,0.0349761
ASN16_UGlass,320.0,0.0322124
ASN16_UGlass,340.0,0.029732
ASN16_UGlass,360.0,0.027511
ASN16_UGlass,380.0,0.0255239
ASN16_UGlass,400.0,0.0237457
ASN16_UGlass,420.0,0.022153
ASN16_UGlass,440.0,0.0207243
ASN16_UGlass,460.0,0.0194404
ASN16_UGlass,480.0,0.018284
ASN16_UGlass,500.0,0.0172403
ASN16_UGlass,520.0,0.0162959
ASN16_UGlass,540.0,0.0154392
ASN16_UGlass,560.0,0.0146602
ASN16_UGlass,580.0,0.0139501
ASN16_UGlass,600.0,0.0133011
ASN16_UGlass,620.0,0.0127065
ASN16_UGlass,640.0,0.0121604
ASN16_UGlass,660.0,0.0116576
ASN16_UGlass,680.0,0.0111937
ASN16_UGlass,700.0,0.0107647
ASN16_UGlass,720.0,0.010367
ASN16_UGlass,740.0,0.00999759
ASN16_UGlass,760.0,0.00965373
ASN16_UGlass,780.0,0.00933299
ASN16_UGlass,800.0,0.00903323
ASN16_UGlass,820.0,0.00875255
ASN16_UGlass,840.0,0.00848924
ASN16_UGlass,860.0,0.00824178
ASN16_UGlass,880.0,0.00800882
ASN16_UGlass,900.0,0.00778915
ASN16_UGlass,920.0,0.00758166
ASN16_UGlass,940.0,0.00738537
ASN16_UGlass,960.0,0.00719941
ASN16_UGlass,980.0,0.00702298
ASN16_UGlass,1000.0,0.00685534
ASN16_UGlass,1020.0,0.00669585
ASN16_UGlass,1040.0,0.00654392
ASN16_UGlass,1060.0,0.006399
ASN16_UGlass,1080.0,0.00626061
ASN16_UGlass,1100.0,0.0061283
ASN16_UGlass,1120.0,0.00600167
ASN16_UGlass,1140.0,0.00588033
ASN16_UGlass,1160.0,0.00576396
ASN16_UGlass,1180.0,0.00565224
ASN16_UGlass,1200.0,0.00554489
ASN16_UGlass,1220.0,0.00544163
ASN16_UGlass,1240.0,0.00534224
ASN16_UGlass,1260.0,0.00524649
ASN16_UGlass,1280.0,0.00515417
ASN16_UGlass,1300.0,0.00506509
ASN16_UGlass,1320.0,0.00497909
ASN16_UGlass,1340.0,0.00489599
ASN16_UGlass,1360.0,0.00481566
ASN16_UGlass,1380.0,0.00473794
ASN16_UGlass,1400.0,0.00466272
ASN16_UGlass,1420.0,0.00458988
ASN16_UGlass,1440.0,0.00451929
ASN16_UGlass,1460.0,0.00445086
ASN16_UGlass,1480.0,0.0043845
ASN16_UGlass,1500.0,0.00432011
ASN16_UGlass,1520.0,0.00425761
ASN16_UGlass,1540.0,0.00419691
ASN16_UGlass,1560.0,0.00413796
ASN16_UGlass,1580.0,0.00408067
ASN16_UGlass,1600.0,0.00402499
ASN16_UGlass,1620.0,0.00397085
ASN16_UGlass,1640.0,0.0039182
ASN16_UGlass,1660.0,0.00386698
ASN16_UGlass,1680.0,0.00381714
ASN16_UGlass,1700.0,0.00376864
ASN16_UGlass,1720.0,0.00372143
ASN16_UGlass,1740.0,0.00367547
ASN16_UGlass,1760.0,0.00363072
ASN16_UGlass,1780.0,0.00358714
ASN16_UGlass,1800.0,0.0035447
ASN16_UGlass,1820.0,0.00350335
ASN16_UGlass,1840.0,0.00346308
ASN16_UGlass,1860.0,0.00342385
ASN16_UGlass,1880.0,0.00338563
ASN16_UGlass,1900.0,0.0033484
ASN16_UGlass,1920.0,0.00331212
ASN16_UGlass,1940.0,0.00327678
ASN16_UGlass,1960.0,0.00324235
ASN16_UGlass,1980.0,0.0032088
ASN16_UGlass,2000.0,0.00317612
ASN16_UGlass,2020.0,0.00314429
ASN16_UGlass,2040.0,0.00311329
ASN16_UGlass,2060.0,0.00308309
ASN16_UGlass,2080.0,0.00305368
ASN16_UGlass,2100.0,0.00302505
ASN16_UGlass,2120.0,0.00299717
ASN16_UGlass,2140.0,0.00297003
ASN16_UGlass,2160.0,0.00294363
ASN16_UGlass,2180.0,0.00291793
ASN16_UGlass,2200.0,0.00289293
ASN16_UGlass,2220.0,0.00286862
ASN16_UGlass,2240.0,0.00284499
ASN16_UGlass,2260.0,0.00282201
ASN16_UGlass,2280.0,0.00279969
ASN16_UGlass,2300.0,0.002778
ASN16_UGlass,2320.0,0.00275695
ASN16_UGlass,2340.0,0.00273651
ASN16_UGlass,2360.0,0.00271668
ASN16_UGlass,2380.0,0.00269745
ASN16_UGlass,2400.0,0.00267881
ASN16_UGlass,2420.0,0.00266075
ASN16_UGlass,2440.0,0.00264327
ASN16_UGlass,2460.0,0.00262635
ASN16_UGlass,2480.0,0.00261
ASN16_UGlass,2500.0,0.00259419
ASN16_UGlass,2520.0,0.00257893
ASN16_UGlass,2540.0,0.00256421
ASN16_UGlass,2560.0,0.00255002
ASN16_UGlass,2580.0,0.00253636
ASN16_UGlass,2600.0,0.00252322
ASN16_UGlass,2620.0,0.00251059
ASN16_UGlass,2640.0,0.00249848
ASN16_UGlass,2660.0,0.00248687
ASN16_UGlass,2680.0,0.00247576
ASN16_UGlass,2700.0,0.00246515
ASN16_UGlass,2720.0,0.00245504
ASN16_UGlass,2740.0,0.00244541
ASN16_UGlass,2760.0,0.00243627
ASN16_UGlass,2780.0,0.00242762
ASN16_UGlass,2800.0,0.00241945
ASN16_UGlass,2820.0,0.00241175
ASN16_UGlass,2840.0,0.00240453
ASN16_UGlass,2860.0,0.00239778
ASN16_UGlass,2880.0,0.00239151
ASN16_UGlass,2900.0,0.0023857
ASN16_UGlass,2920.0,0.00238037
ASN16_UGlass,2940.0,0.0023755
ASN16_UGlass,2960.0,0.0023711
ASN16_UGlass,2980.0,0.00236716
ASN16_UGlass,3000.0,0.00236369
ASN16_UGlass,3020.0,0.00236069
OBS_Background,20.0,1471.85
OBS_Background,40.0,0.00555793
OBS_Background,60.0,0.00319881
OBS_Background,80.0,0.00360372
OBS_Background,100.0,0.00378067
OBS_Background,120.0,0.00360473
OBS_Background,140.0,0.00323717
OBS_Background,160.0,0.00281629
OBS_Background,180.0,0.00241522
OBS_Background,200.0,0.00206242
OBS_Background,220.0,0.00176357
OBS_Background,240.0,0.00151472
OBS_Background,260.0,0.00130879
OBS_Background,280.0,0.0011384
OBS_Background,300.0,0.000996976
OBS_Background,320.0,0.000879001
OBS_Background,340.0,0.000780001
OBS_Background,360.0,0.000696391
OBS_Background,380.0,0.000625323
OBS_Background,400.0,0.000564529
OBS_Background,420.0,0.000512203
OBS_Background,440.0,0.0004669
OBS_Background,460.0,0.000427457
OBS_Background,480.0,0.000392935
OBS_Background,500.0,0.000362569
OBS_Background,520.0,0.000335733
OBS_Background,540.0,0.000311914
OBS_Background,560.0,0.000290685
OBS_Background,580.0,0.00027169
OBS_Background,600.0,0.000254634
OBS_Background,620.0,0.000239265
OBS_Background,640.0,0.000225372
OBS_Background,660.0,0.000212776
OBS_Background,680.0,0.000201322
OBS_Background,700.0,0.00019088
OBS_Background,720.0,0.000181335
OBS_Background,740.0,0.000172589
OBS_Background,760.0,0.000164558
OBS_Background,780.0,0.000157166
OBS_Background,800.0,0.00015035
OBS_Background,820.0,0.000144051
OBS_Background,840.0,0.000138221
OBS_Background,860.0,0.000132814
OBS_Background,880.0,0.000127791
OBS_Background,900.0,0.000123117
OBS_Background,920.0,0.000118762
OBS_Background,940.0,0.000114698
OBS_Background,960.0,0.0001109
OBS_Background,980.0,0.000107346
OBS_Background,1000.0,0.000104015
OBS_Background,1020.0,0.00010089
OBS_Background,1040.0,9.79546e-05
OBS_Background,1060.0,9.5194e-05
OBS_Background,1080.0,9.25949e-05
OBS_Background,1100.0,9.01451e-05
OBS_Background,1120.0,8.78336e-05
OBS_Background,1140.0,8.56505e-05
OBS_Background,1160.0,8.35864e-05
OBS_Background,1180.0,8.16331e-05
OBS_Background,1200.0,7.97828e-05
OBS_Background,1220.0,7.80285e-05
OBS_Background,1240.0,7.63637e-05
OBS_Background,1260.0,7.47825e-05
OBS_Background,1280.0,7.32793e-05
OBS_Background,1300.0,7.18491e-05
OBS_Background,1320.0,7.04871e-05
OBS_Background,1340.0,6.91892e-05
OBS_Background,1360.0,6.79512e-05
OBS_Background,1380.0,6.67694e-05
OBS_Background,1400.0,6.56404e-05
OBS_Background,1420.0,6.45609e-05
OBS_Background,1440.0,6.35279e-05
OBS_Background,1460.0,6.25387e-05
OBS_Background,1480.0,6.15907e-05
OBS_Background,1500.0,6.06813e-05
OBS_Background,1520.0,5.98084e-05
OBS_Background,1540.0,5.89698e-05
OBS_Background,1560.0,5.81635e-05
OBS_Background,1580.0,5.73876e-05
OBS_Background,1600.0,5.66404e-05
OBS_Background,1620.0,5.59203e-05
OBS_Background,1640.0,5.52256e-05
OBS_Background,1660.0,5.45549e-05
OBS_Background,1680.0,5.39068e-05
OBS_Background,1700.0,5.328e-05
OBS_Background,1720.0,5.26734e-05
OBS_Background,1740.0,5.20856e-05
OBS_Background,1760.0,5.15158e-05
OBS_Background,1780.0,5.09627e-05
OBS_Background,1800.0,5.04254e-05
OBS_Background,1820.0,4.99031e-05
OBS_Background,1840.0,4.93948e-05
OBS_Background,1860.0,4.88996e-05
OBS_Background,1880.0,4.84168e-05
OBS_Background,1900.0,4.79457e-05
OBS_Background,1920.0,4.74855e-05
OBS_Background,1940.0,4.70355e-05
OBS_Background,1960.0,4.65951e-05
OBS_Background,1980.0,4.61638e-05
OBS_Background,2000.0,4.57408e-05
OBS_Background,2020.0,4.53256e-05
OBS_Background,2040.0,4.49178e-05
OBS_Background,2060.0,4.45168e-05
OBS_Background,2080.0,4.41221e-05
OBS_Background,2100.0,4.37332e-05
OBS_Background,2120.0,4.33499e-05
OBS_Background,2140.0,4.29715e-05
OBS_Background,2160.0,4.25978e-05
OBS_Background,2180.0,4.22284e-05
OBS_Background,2200.0,4.18629e-05
OBS_Background,2220.0,4.15009e-05
OBS_Background,2240.0,4.11422e-05
OBS_Background,2260.0,4.07864e-05
OBS_Background,2280.0,4.04333e-05
OBS_Background,2300.0,4.00826e-05
OBS_Background,2320.0,3.9734e-05
OBS_Background,2340.0,3.93873e-05
OBS_Background,2360.0,3.90422e-05
OBS_Background,2380.0,3.86985e-05
OBS_Background,2400.0,3.83561e-05
OBS_Background,2420.0,3.80147e-05
OBS_Background,2440.0,3.76741e-05
OBS_Background,2460.0,3.73342e-05
OBS_Background,2480.0,3.69947e-05
OBS_Background,2500.0,3.66557e-05
OBS_Background,2520.0,3.63168e-05
OBS_Background,2540.0,3.59781e-05
OBS_Background,2560.0,3.56393e-05
OBS_Background,2580.0,3.53004e-05
OBS_Background,2600.0,3.49612e-05
OBS_Background,2620.0,3.46217e-05
OBS_Background,2640.0,3.42818e-05
OBS_Background,2660.0,3.39414e-05
OBS_Background,2680.0,3.36004e-05
OBS_Background,2700.0,3.32588e-05
OBS_Background,2720.0,3.29166e-05
OBS_Background,2740.0,3.25737e-05
OBS_Background,2760.0,3.223e-05
OBS_Background,2780.0,3.18856e-05
OBS_Background,2800.0,3.15404e-05
OBS_Background,2820.0,3.11944e-05
OBS_Background,2840.0,3.08475e-05
OBS_Background,2860.0,3.04999e-05
OBS_Background,2880.0,3.01515e-05
OBS_Background,2900.0,2.98024e-05
OBS_Background,2920.0,2.94524e-05
OBS_Background,2940.0,2.91017e-05
OBS_Background,2960.0,2.87504e-05
OBS_Background,2980.0,2.83983e-05
OBS_Background,3000.0,2.80456e-05
OBS_Th232WT20,20.0,1471.85
OBS_Th232WT20,40.0,0.00555793
OBS_Th232WT20,60.0,0.00319881
OBS_Th232WT20,80.0,0.00360372
OBS_Th232WT20,100.0,0.00378067
OBS_Th232WT20,120.0,0.00360473
OBS_Th232WT20,140.0,0.00323717
OBS_Th232WT20,160.0,0.00281629
OBS_Th232WT20,180.0,0.00241522
OBS_Th232WT20,200.0,0.00206242
OBS_Th232WT20,220.0,0.00176357
OBS_Th232WT20,240.0,0.00151472
OBS_Th232WT20,260.0,0.00130879
OBS_Th232WT20,280.0,0.0011384
OBS_Th232WT20,300.0,0.000996976
OBS_Th232WT20,320.0,0.000879001
OBS_Th232WT20,340.0,0.000780001
OBS_Th232WT20,360.0,0.000696391
OBS_Th232WT20,380.0,0.000625323
OBS_Th232WT20,400.0,0.000564529
OBS_Th232WT20,420.0,0.000512203
OBS_Th232WT20,440.0,0.0004669
OBS_Th232WT20,460.0,0.000427457
OBS_Th232WT20,480.0,0.000392935
OBS_Th232WT20,500.0,0.000362569
OBS_Th232WT20,520.0,0.000335733
OBS_Th232WT20,540.0,0.000311914
OBS_Th232WT20,560.0,0.000290685
OBS_Th232WT20,580.0,0.00027169
OBS_Th232WT20,600.0,0.000254634
OBS_Th232WT20,620.0,0.000239265
OBS_Th232WT20,640.0,0.000225372
OBS_Th232WT20,660.0,0.000212776
OBS_Th232WT20,680.0,0.000201322
OBS_Th232WT20,700.0,0.00019088
OBS_Th232WT20,720.0,0.000181335
OBS_Th232WT20,740.0,0.000172589
OBS_Th232WT20,760.0,0.000164558
OBS_Th232WT20,780.0,0.000157166
OBS_Th232WT20,800.0,0.00015035
OBS_Th232WT20,820.0,0.000144051
OBS_Th232WT20,840.0,0.000138221
OBS_Th232WT20,860.0,0.000132814
OBS_Th232WT20,880.0,0.000127791
OBS_Th232WT20,900.0,0.000123117
OBS_Th232WT20,920.0,0.000118762
OBS_Th232WT20,940.0,0.000114698
OBS_Th232WT20,960.0,0.0001109
OBS_Th232WT20,980.0,0.000107346
OBS_Th232WT20,1000.0,0.000104015
OBS_Th232WT20,1020.0,0.00010089
OBS_Th232WT20,1040.0,9.79546e-05
OBS_Th232WT20,1060.0,9.5194e-05
OBS_Th232WT20,1080.0,9.25949e-05
OBS_Th232WT20,1100.0,9.01451e-05
OBS_Th232WT20,1120.0,8.78336e-05
OBS_Th232WT20,1140.0,8.56505e-05
OBS_Th232WT20,1160.0,8.35864e-05
OBS_Th232WT20,1180.0,8.16331e-05
OBS_Th232WT20,1200.0,7.97828e-05
OBS_Th232WT20,1220.0,7.80285e-05
OBS_Th232WT20,1240.0,7.63637e-05
OBS_Th232WT20,1260.0,7.47825e-05
OBS_Th232WT20,1280.0,7.32793e-05
OBS_Th232WT20,1300.0,7.18491e-05
OBS_Th232WT20,1320.0,7.04871e-05
OBS_Th232WT20,1340.0,6.91892e-05
OBS_Th232WT20,1360.0,6.79512e-05
OBS_Th232WT20,1380.0,6.67694e-05
OBS_Th232WT20,1400.0,6.56404e-05
OBS_Th232WT20,1420.0,6.45609e-05
OBS_Th232WT20,1440.0,6.35279e-05
OBS_Th232WT20,1460.0,6.25387e-05
OBS_Th232WT20,1480.0,6.15907e-05
OBS_Th232WT20,1500.0,6.06813e-05
OBS_Th232WT20,1520.0,5.98084e-05
OBS_Th232WT20,1540.0,5.89698e-05
OBS_Th232WT20,1560.0,5.81635e-05
OBS_Th232WT20,1580.0,5.73876e-05
OBS_Th232WT20,1600.0,5.66404e-05
OBS_Th232WT20,1620.0,5.59203e-05
OBS_Th232WT20,1640.0,5.52256e-05
OBS_Th232WT20,1660.0,5.45549e-05
OBS_Th232WT20,1680.0,5.39068e-05
OBS_Th232WT20,1700.0,5.328e-05
