key,det,channels,live_s,counts,chains,nuclides,background,ecal_mode,ecal_lines,ecal_rms_kev,ecal_rms_fwhm,bg_ecal_mode,fwhm_662_pct,result_data,source,why
G1S16_Na22_P5,G1S,1024,600.0,5188557,,22NA,фон пустая защита_15.xml,affine/grp,6,5.98,0.112,gain,6.85,0,LSRM поверки\Поверка 2016\Точка 5см\Na-22_585_Точечная-5см_5cm.xml,"поверка 2016 ЛСРМ, Точечная-5см; паспорт: Na-22 A=133000 Бк dA=3% 01-12-2013"
G1S16_Th228_P5,G1S,1024,1800.0,376070,Th-228,,фон пустая защита_15.xml,poly2/grp,6,1.38,0.032,gain,6.85,0,LSRM поверки\Поверка 2016\Точка 5см\Th-228 #6649_Точечная-5см_5cm.xml,"поверка 2016 ЛСРМ, Точечная-5см; паспорт: Th-228 A=37700 Бк dA=2% 01-10-2008"
G1S16_Y88_P5,G1S,1024,1200.0,57481,,88Y,фон пустая защита_15.xml,affine/grp,3,0.74,0.018,gain,6.85,0,LSRM поверки\Поверка 2016\Точка 5см\Y-88_589_Точечная-5см_5cm.xml,"поверка 2016 ЛСРМ, Точечная-5см; паспорт: Y-88 A=234000 Бк dA=3% 01-12-2013"
G1S24_Cs137_Denta120,G1S,1024,4819.6,59058,,137CS,Фон закр кр вода_16.xml,gain/grp,2,3.59,0.056,gain,6.85,0,LSRM поверки\Поверка 2024\Дента120мл\Cs137_420-7-14_Дента-120мл_0cm.xml,"поверка 2024 ЛСРМ, Дента-120мл; паспорт: Cs-137 A=1760 Бк/кг dA=5% 24-05-2002"
G1S24_Cs137_Denta120_2,G1S,1024,9588.3,212429,,137CS,Фон закр кр вода_16.xml,affine/grp,5,10.02,0.128,gain,6.85,0,LSRM поверки\Поверка 2024\Дента120мл\Cs137_420-7-15_Дента-120мл_0cm.xml,"поверка 2024 ЛСРМ, Дента-120мл; паспорт: Cs-137 A=1650 Бк/кг dA=5% 17-09-2007"
G1S24_K40_Denta120,G1S,1024,57055.2,522328,,40K,Фон закр кр вода_16.xml,gain,9,7.13,0.13,gain,6.85,0,LSRM поверки\Поверка 2024\Дента120мл\K40_420-7-20_Дента-120мл_0cm.xml,"поверка 2024 ЛСРМ, Дента-120мл; паспорт: K-40 A=2530 Бк/кг dA=6% 24-05-2002"
G1S24_K40_Denta120_2,G1S,1024,52710.4,578517,,40K,Фон закр кр вода_16.xml,poly2/grp,5,2.94,0.048,gain,6.85,0,LSRM поверки\Поверка 2024\Дента120мл\K40_420-7-21_Дента-120мл_0cm.xml,"поверка 2024 ЛСРМ, Дента-120мл; паспорт: K-40 A=1950 Бк/кг dA=6% 17-09-2007"
G1S24_Ra226_Denta120,G1S,1024,6937.7,232899,Ra-226,,Фон закр кр вода_16.xml,affine/grp,12,4.73,0.076,gain,6.85,0,LSRM поверки\Поверка 2024\Дента120мл\Ra226_420-7-18_Дента-120мл_0cm.xml,"поверка 2024 ЛСРМ, Дента-120мл; паспорт: Ra-226 A=1780 Бк/кг dA=6% 24-05-2002"
G1S24_Ra226_Denta120_2,G1S,1024,11052.2,876760,Ra-226,,Фон закр кр вода_16.xml,poly2/grp,11,3.17,0.067,gain,6.85,0,LSRM поверки\Поверка 2024\Дента120мл\Ra226_420-7-19_Дента-120мл_0cm.xml,"поверка 2024 ЛСРМ, Дента-120мл; паспорт: Ra-226 A=1790 Бк/кг dA=6% 17-09-2007"
G1S24_Th232_Denta120,G1S,1024,4846.5,134872,Th-232,,Фон закр кр вода_16.xml,poly2/grp,6,0.81,0.021,gain,6.85,0,LSRM поверки\Поверка 2024\Дента120мл\Th-232_420-17031_Дента-120мл_0cm.xml,"поверка 2024 ЛСРМ, Дента-120мл; паспорт: Th-232 A=860 Бк/кг dA=6% 05-06-2017"
G1S24_Th232_Denta120_2,G1S,1024,6309.1,702463,Th-232,,Фон закр кр вода_16.xml,gain/robust/grp,11,9.56,0.181,gain,6.85,0,LSRM поверки\Поверка 2024\Дента120мл\Th232_420-7-17_Дента-120мл_0cm.xml,"поверка 2024 ЛСРМ, Дента-120мл; паспорт: Th-232 A=1940 Бк/кг dA=6% 17-09-2007"
G1S24_Cs137_Mar,G1S,1024,7577.5,324604,,137CS,Фон закр кр вода_16.xml,poly1/grp,4,21.28,0.217,gain,6.85,0,LSRM поверки\Поверка 2024\Маринелли\Cs137_420-7-14_Маринелли_0cm.xml,"поверка 2024 ЛСРМ, Маринелли; паспорт: Cs-137 A=1760 Бк/кг dA=5% 24-05-2002"
G1S24_Cs137_Mar_2,G1S,1024,11130.6,1329328,,137CS,Фон закр кр вода_16.xml,poly1/grp,4,8.01,0.113,gain,6.85,0,LSRM поверки\Поверка 2024\Маринелли\Cs137_420-7-15_Маринелли_0cm.xml,"поверка 2024 ЛСРМ, Маринелли; паспорт: Cs-137 A=1650 Бк/кг dA=5% 17-09-2007"
G1S24_K40_Mar,G1S,1024,8627.5,166347,,40K,Фон закр кр вода_16.xml,gain/grp,3,9.52,0.127,gain,6.85,0,LSRM поверки\Поверка 2024\Маринелли\K40_420-7-20_Маринелли_0cm.xml,"поверка 2024 ЛСРМ, Маринелли; паспорт: K-40 A=2530 Бк/кг dA=6% 24-05-2002"
G1S24_K40_Mar_2,G1S,1024,6813.9,220483,,40K,Фон закр кр вода_16.xml,ref-cal(G1S24_Ra226_Mar),1,0.31,0.005,gain,6.85,0,LSRM поверки\Поверка 2024\Маринелли\K40_420-7-21_Маринелли_0cm.xml,"поверка 2024 ЛСРМ, Маринелли; паспорт: K-40 A=1950 Бк/кг dA=6% 17-09-2007"
G1S24_Ra226_Mar,G1S,1024,5242.5,1010827,Ra-226,,Фон закр кр вода_16.xml,affine/grp,13,2.8,0.07,gain,6.85,0,LSRM поверки\Поверка 2024\Маринелли\Ra226_420-7-18_Маринелли_0cm.xml,"поверка 2024 ЛСРМ, Маринелли; паспорт: Ra-226 A=1780 Бк/кг dA=6% 24-05-2002"
G1S24_Ra226_Mar_2,G1S,1024,5813.7,3106164,Ra-226,,Фон закр кр вода_16.xml,affine/grp,13,2.51,0.044,gain,6.85,0,LSRM поверки\Поверка 2024\Маринелли\Ra226_420-7-19_Маринелли_0cm.xml,"поверка 2024 ЛСРМ, Маринелли; паспорт: Ra-226 A=1790 Бк/кг dA=6% 17-09-2007"
G1S24_Th232_Mar,G1S,1024,4284.6,624724,Th-232,,Фон закр кр вода_16.xml,poly2,9,5.59,0.1,gain,6.85,0,LSRM поверки\Поверка 2024\Маринелли\Th-232_420-17031_Маринелли_0cm.xml,"поверка 2024 ЛСРМ, Маринелли; паспорт: Th-232 A=860 Бк/кг dA=6% 05-06-2017"
G1S24_Th232_Mar_2,G1S,1024,11359.2,8006138,Th-232,,Фон закр кр вода_16.xml,affine,9,3.08,0.061,gain,6.85,0,LSRM поверки\Поверка 2024\Маринелли\Th232_420-7-17_Маринелли_0cm.xml,"поверка 2024 ЛСРМ, Маринелли; паспорт: Th-232 A=1940 Бк/кг dA=6% 17-09-2007"
G1S24_Cs137_Petri,G1S,1024,9073.7,96036,,137CS,Фон закр кр вода_16.xml,affine/grp,3,0.83,0.008,gain,6.85,0,LSRM поверки\Поверка 2024\Петри-60мл\Cs137_420-7-14_Петри-60мл_0cm.xml,"поверка 2024 ЛСРМ, Петри-60; паспорт: Cs-137 A=1760 Бк/кг dA=5% 24-05-2002"
G1S24_Cs137_Petri_2,G1S,1024,11415.8,196903,,137CS,Фон закр кр вода_16.xml,gain/grp,4,3.06,0.039,gain,6.85,0,LSRM поверки\Поверка 2024\Петри-60мл\Cs137_420-7-15_Петри-60мл_0cm.xml,"поверка 2024 ЛСРМ, Петри-60; паспорт: Cs-137 A=1650 Бк/кг dA=5% 17-09-2007"
G1S24_K40_Petri,G1S,1024,58042.8,491887,,40K,Фон закр кр вода_16.xml,affine/grp,5,5.0,0.107,gain,6.85,0,LSRM поверки\Поверка 2024\Петри-60мл\K40_420-7-20_Петри-60мл_0cm.xml,"поверка 2024 ЛСРМ, Петри-60; паспорт: K-40 A=2530 Бк/кг dA=6% 24-05-2002"
G1S24_K40_Petri_2,G1S,1024,9758.1,94815,,40K,Фон закр кр вода_16.xml,gain,2,5.08,0.04,gain,6.85,0,LSRM поверки\Поверка 2024\Петри-60мл\K40_420-7-21_Петри-60мл_0cm.xml,"поверка 2024 ЛСРМ, Петри-60; паспорт: K-40 A=1950 Бк/кг dA=6% 17-09-2007"
G1S24_Ra226_Petri,G1S,1024,9050.7,220817,Ra-226,,Фон закр кр вода_16.xml,affine/grp,12,5.19,0.086,gain,6.85,0,LSRM поверки\Поверка 2024\Петри-60мл\Ra226_420-7-18_Петри-60мл_0cm.xml,"поверка 2024 ЛСРМ, Петри-60; паспорт: Ra-226 A=1780 Бк/кг dA=6% 24-05-2002"
G1S24_Ra226_Petri_2,G1S,1024,13301.4,739150,Ra-226,,Фон закр кр вода_16.xml,poly2/grp,13,2.58,0.059,gain,6.85,0,LSRM поверки\Поверка 2024\Петри-60мл\Ra226_420-7-19_Петри-60мл_0cm.xml,"поверка 2024 ЛСРМ, Петри-60; паспорт: Ra-226 A=1790 Бк/кг dA=6% 17-09-2007"
G1S24_Th232_Petri,G1S,1024,55934.0,1135621,Th-232,,Фон закр кр вода_16.xml,gain,9,6.05,0.112,gain,6.85,0,LSRM поверки\Поверка 2024\Петри-60мл\Th-232_420-17031_Петри-60мл_0cm.xml,"поверка 2024 ЛСРМ, Петри-60; паспорт: Th-232 A=860 Бк/кг dA=6% 05-06-2017"
G1S24_Th232_Petri_2,G1S,1024,61929.4,4750845,Th-232,,Фон закр кр вода_16.xml,gain/grp,10,8.65,0.155,gain,6.85,0,LSRM поверки\Поверка 2024\Петри-60мл\Th232_420-7-17_Петри-60мл_0cm.xml,"поверка 2024 ЛСРМ, Петри-60; паспорт: Th-232 A=1940 Бк/кг dA=6% 17-09-2007"
G1S24_Cs137_P25,G1S,1024,3434.8,1107180,,137CS,Фон отк кр_16.xml,gain/grp,5,6.73,0.099,gain,6.85,0,LSRM поверки\Поверка 2024\Точечная-25см\Cs-137 №163.2017_Точечная-25см_25cm.xml,"поверка 2024 ЛСРМ, Точечная-25см; паспорт: Cs-137 A=106000 Бк dA=3% 19-05-2017"
G1S24_Na22_P25,G1S,1024,3187.2,4939084,,22NA,Фон отк кр_16.xml,poly2/robust/grp,7,19.09,0.362,gain,6.85,0,LSRM поверки\Поверка 2024\Точечная-25см\Na-22 #01.22_Точечная-25см_25cm.xml,"поверка 2024 ЛСРМ, Точечная-25см; паспорт: Na-22 A=229000 Бк dA=5% 14-11-2022"
G1S24_Th228_P25,G1S,1024,7634.4,1908325,Th-228,,Фон отк кр_16.xml,affine/grp,9,3.86,0.113,gain,6.85,0,LSRM поверки\Поверка 2024\Точечная-25см\Th-228 №309_Точечная-25см_25cm.xml,"поверка 2024 ЛСРМ, Точечная-25см; паспорт: Th-228 A=100000 Бк dA=3% 26-04-2021"
G1S24_Y88_P25,G1S,1024,2905.1,634098,,88Y,Фон отк кр_16.xml,gain/grp,6,7.12,0.154,gain,6.85,0,LSRM поверки\Поверка 2024\Точечная-25см\Y-88 №260.2023_Точечная-25см_25cm.xml,"поверка 2024 ЛСРМ, Точечная-25см; паспорт: Y-88 A=350000 Бк dA=3% 09-10-2023"
G1S24_Am241_P5,G1S,1024,1811.5,3421527,,241AM,Фон закр кр вода_16.xml,gain/grp,2,5.1,0.149,gain,6.85,0,LSRM поверки\Поверка 2024\Точечная-5см\Am-241 045 02.2019_Точечная-5см_5cm.xml,"поверка 2024 ЛСРМ, Точечная-5см; паспорт: Am-241 A=103100 Бк dA=3% 30-03-2021"
G1S24_Ba133_P5,G1S,1024,6050.0,8739610,,133BA,Фон закр кр вода_16.xml,affine/grp,4,3.25,0.102,gain,6.85,0,LSRM поверки\Поверка 2024\Точечная-5см\Ba-133 #6649_Точечная-5см_5cm.xml,"поверка 2024 ЛСРМ, Точечная-5см; паспорт: Ba-133 A=44100 Бк dA=2% 01-10-2008"
G1S24_Bi207_P5,G1S,1024,1800.2,15008353,,207BI,Фон закр кр вода_16.xml,poly2/grp,4,0.83,0.019,gain,6.85,0,LSRM поверки\Поверка 2024\Точечная-5см\Bi-207 #176 04.2017_Точечная-5см_5cm.xml,"поверка 2024 ЛСРМ, Точечная-5см; паспорт: Bi-207 A=97000 Бк dA=3% 25-05-2017"
G1S24_Cd109_P5,G1S,1024,1800.0,74581,,109CD,Фон закр кр вода_16.xml,gain,2,1.86,0.079,gain,6.85,0,LSRM поверки\Поверка 2024\Точечная-5см\Cd-109 #175 04.2017_Точечная-5см_5cm.xml,"поверка 2024 ЛСРМ, Точечная-5см; паспорт: Cd-109 A=395000 Бк dA=3% 25-05-2017"
G1S24_Co60_P5,G1S,1024,1800.0,5330142,,60CO,Фон закр кр вода_16.xml,affine/grp,7,9.32,0.149,gain,6.85,0,LSRM поверки\Поверка 2024\Точечная-5см\Co-60 №043 02.2019_Точечная-5см_5cm.xml,"поверка 2024 ЛСРМ, Точечная-5см; паспорт: Co-60 A=105000 Бк dA=3% 25-02-2019"
G1S24_Cs137_P5,G1S,1024,1800.0,5421136,,137CS,Фон закр кр вода_16.xml,stored/grp,2,6.19,0.216,gain,6.85,0,LSRM поверки\Поверка 2024\Точечная-5см\Cs-137 №163.2017.xml,"поверка 2024 ЛСРМ, Точечная-5см; паспорт: Cs-137 A=106000 Бк dA=3% 19-05-2017"
G1S24_Eu152_P5,G1S,1024,4168.4,44252892,,152EU,Фон закр кр вода_16.xml,gain,8,4.02,0.08,gain,6.85,0,LSRM поверки\Поверка 2024\Точечная-5см\Eu-152 №04.21_Точечная-5см_5cm.xml,"поверка 2024 ЛСРМ, Точечная-5см; паспорт: Eu-152 A=142000 Бк dA=4% 11-08-2021"
G1S24_Na22_P5,G1S,1024,1799.6,28087865,,22NA,Фон закр кр вода_16.xml,poly1/grp,5,11.43,0.159,gain,6.85,0,LSRM поверки\Поверка 2024\Точечная-5см\Na-22 #01.22.xml,"поверка 2024 ЛСРМ, Точечная-5см; паспорт: Na-22 A=229000 Бк dA=5% 14-11-2022"
G1S24_Th228_P5,G1S,1024,4905.0,36725664,Th-228,,Фон закр кр вода_16.xml,poly1/grp,8,2.64,0.098,gain,6.85,0,LSRM поверки\Поверка 2024\Точечная-5см\Th-228 №264.2023_Точечная-5см_5cm.xml,"поверка 2024 ЛСРМ, Точечная-5см; паспорт: Th-228 A=129000 Бк dA=3% 09-10-2023"
G1S24_Y88_P5,G1S,1024,2217.8,4012043,,88Y,Фон закр кр вода_16.xml,gain/grp,4,8.33,0.101,gain,6.85,0,LSRM поверки\Поверка 2024\Точечная-5см\Y-88 №260.2023_Точечная-5см_5cm.xml,"поверка 2024 ЛСРМ, Точечная-5см; паспорт: Y-88 A=350000 Бк dA=3% 09-10-2023"
G1S24_Zn65_P5,G1S,1024,2072.0,46237,,65ZN,Фон закр кр вода_16.xml,gain/grp,2,0.7,0.018,gain,6.85,0,LSRM поверки\Поверка 2024\Точечная-5см\Zn-65 #342.2019_Точечная-5см_5cm.xml,"поверка 2024 ЛСРМ, Точечная-5см; паспорт: Zn-65 A=3100 Бк dA=3% 02-08-2023"
